"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"2382","B cells","Endothelial cells","FGF9","FGFR1",3.49088788616546e-12,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2383","Endothelial cells","Endothelial cells","FGF9","FGFR1",3.69269418808796e-10,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"2384","Epithelial cells","NK/T cells","FGF9","FGFR2",3.20066475163184e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2385","Fibroblast cells","NK/T cells","FGF9","FGFR2",1.42432217839555e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2386","Mast cells","NK/T cells","FGF9","FGFR2",5.59540818743592e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2387","Endothelial cells","NK/T cells","FGF9","FGFR2",8.98745639406941e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2388","Epithelial cells","Neutrophil cells","FGF9","FGFR2",1.09494930174109e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2389","Fibroblast cells","Neutrophil cells","FGF9","FGFR2",4.87261458843687e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2390","Mast cells","Neutrophil cells","FGF9","FGFR2",1.91419244472765e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2391","Endothelial cells","Neutrophil cells","FGF9","FGFR2",3.07461413983894e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2392","NK/T cells","Epithelial cells","FGF9","FGFR2",8.68841777308149e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2393","Neutrophil cells","Epithelial cells","FGF9","FGFR2",3.44671938214159e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2394","Epithelial cells","Epithelial cells","FGF9","FGFR2",2.01190478146969e-08,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2395","Macrophage cells","Epithelial cells","FGF9","FGFR2",1.06710641552366e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2396","Plasma cells","Epithelial cells","FGF9","FGFR2",1.44438937940855e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2397","Fibroblast cells","Epithelial cells","FGF9","FGFR2",8.95312855259189e-09,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2398","Mast cells","Epithelial cells","FGF9","FGFR2",3.51721769491192e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2399","B cells","Epithelial cells","FGF9","FGFR2",5.3406430111086e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2400","Endothelial cells","Epithelial cells","FGF9","FGFR2",5.64942299139304e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2401","NK/T cells","Macrophage cells","FGF9","FGFR2",2.76955784996831e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2402","Neutrophil cells","Macrophage cells","FGF9","FGFR2",1.09869126592224e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2403","Epithelial cells","Macrophage cells","FGF9","FGFR2",6.41323871998521e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2404","Macrophage cells","Macrophage cells","FGF9","FGFR2",3.40155484767323e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2405","Fibroblast cells","Macrophage cells","FGF9","FGFR2",2.85394388405056e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2406","Mast cells","Macrophage cells","FGF9","FGFR2",1.12116363388542e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2407","B cells","Macrophage cells","FGF9","FGFR2",1.7024066019764e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2408","Endothelial cells","Macrophage cells","FGF9","FGFR2",1.80083539324394e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2409","Epithelial cells","Plasma cells","FGF9","FGFR2",4.34640981537398e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2410","Fibroblast cells","Plasma cells","FGF9","FGFR2",1.93418818303625e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2411","Endothelial cells","Plasma cells","FGF9","FGFR2",1.22047048634168e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2412","NK/T cells","Fibroblast cells","FGF9","FGFR2",7.32412567378728e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2413","Neutrophil cells","Fibroblast cells","FGF9","FGFR2",2.90550092869782e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2414","Epithelial cells","Fibroblast cells","FGF9","FGFR2",1.69598126611593e-08,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2415","Macrophage cells","Fibroblast cells","FGF9","FGFR2",8.99544835687261e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2416","Plasma cells","Fibroblast cells","FGF9","FGFR2",1.21758525591749e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2417","Fibroblast cells","Fibroblast cells","FGF9","FGFR2",7.5471779121031e-09,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2418","Mast cells","Fibroblast cells","FGF9","FGFR2",2.96492898732040e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2419","B cells","Fibroblast cells","FGF9","FGFR2",4.50203265724662e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2420","Endothelial cells","Fibroblast cells","FGF9","FGFR2",4.76231460952134e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2421","NK/T cells","Mast cells","FGF9","FGFR2",1.24283550284504e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2422","Neutrophil cells","Mast cells","FGF9","FGFR2",4.93036284456789e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2423","Epithelial cells","Mast cells","FGF9","FGFR2",2.87793221182236e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2424","Macrophage cells","Mast cells","FGF9","FGFR2",1.52644333693788e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2425","Plasma cells","Mast cells","FGF9","FGFR2",2.06612808762163e-14,0.01,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2426","Fibroblast cells","Mast cells","FGF9","FGFR2",1.28070303027746e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2427","Mast cells","Mast cells","FGF9","FGFR2",5.03120728509507e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2428","B cells","Mast cells","FGF9","FGFR2",7.63952760604106e-14,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2429","Endothelial cells","Mast cells","FGF9","FGFR2",8.08122475476775e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2430","Epithelial cells","B cells","FGF9","FGFR2",3.123685915975e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2431","Fibroblast cells","B cells","FGF9","FGFR2",1.39006595052297e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2432","Mast cells","B cells","FGF9","FGFR2",5.46083365820809e-14,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2433","Endothelial cells","B cells","FGF9","FGFR2",8.77130007659943e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2434","NK/T cells","Endothelial cells","FGF9","FGFR2",5.84655847596294e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2435","Neutrophil cells","Endothelial cells","FGF9","FGFR2",2.31934593194068e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2436","Epithelial cells","Endothelial cells","FGF9","FGFR2",1.35383838836793e-09,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2437","Macrophage cells","Endothelial cells","FGF9","FGFR2",7.18070908219197e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2438","Plasma cells","Endothelial cells","FGF9","FGFR2",9.71949921587715e-14,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2439","Fibroblast cells","Endothelial cells","FGF9","FGFR2",6.02467595463916e-10,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2440","Mast cells","Endothelial cells","FGF9","FGFR2",2.36678520375845e-12,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2441","B cells","Endothelial cells","FGF9","FGFR2",3.59379376947926e-13,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2442","Endothelial cells","Endothelial cells","FGF9","FGFR2",3.80157483652802e-11,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"2443","Epithelial cells","NK/T cells","FGF9","FGFR3",1.12382470912379e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2444","Fibroblast cells","NK/T cells","FGF9","FGFR3",5.00111255854703e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2445","Mast cells","NK/T cells","FGF9","FGFR3",1.9646724825074e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2446","Endothelial cells","NK/T cells","FGF9","FGFR3",3.15569618979001e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2447","Epithelial cells","Neutrophil cells","FGF9","FGFR3",4.52328080855992e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2448","Fibroblast cells","Neutrophil cells","FGF9","FGFR3",2.0128972310554e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2449","Mast cells","Neutrophil cells","FGF9","FGFR3",7.90760806725515e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2450","Endothelial cells","Neutrophil cells","FGF9","FGFR3",1.27013580475429e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2451","NK/T cells","Epithelial cells","FGF9","FGFR3",1.03510537173066e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2452","Neutrophil cells","Epithelial cells","FGF9","FGFR3",4.10629166373358e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2453","Epithelial cells","Epithelial cells","FGF9","FGFR3",2.39690732249231e-08,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2454","Macrophage cells","Epithelial cells","FGF9","FGFR3",1.27131039395784e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2455","Plasma cells","Epithelial cells","FGF9","FGFR3",1.72079110919093e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2456","Fibroblast cells","Epithelial cells","FGF9","FGFR3",1.06664159134596e-08,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2457","Mast cells","Epithelial cells","FGF9","FGFR3",4.19028068420054e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2458","B cells","Epithelial cells","FGF9","FGFR3",6.36264094740801e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2459","Endothelial cells","Epithelial cells","FGF9","FGFR3",6.73050923064915e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2460","Epithelial cells","Macrophage cells","FGF9","FGFR3",1.41410179515729e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2461","Macrophage cells","Macrophage cells","FGF9","FGFR3",7.50033629895597e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2462","Fibroblast cells","Macrophage cells","FGF9","FGFR3",6.29286943486189e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2463","Mast cells","Macrophage cells","FGF9","FGFR3",2.47213544432178e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2464","Endothelial cells","Macrophage cells","FGF9","FGFR3",3.97079332366155e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2465","Epithelial cells","Plasma cells","FGF9","FGFR3",1.87979607736211e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2466","Fibroblast cells","Plasma cells","FGF9","FGFR3",8.36524745784532e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2467","Endothelial cells","Plasma cells","FGF9","FGFR3",5.27846137347743e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2468","NK/T cells","Fibroblast cells","FGF9","FGFR3",6.38859222679693e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2469","Neutrophil cells","Fibroblast cells","FGF9","FGFR3",2.53437222075462e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2470","Epithelial cells","Fibroblast cells","FGF9","FGFR3",1.47934902768149e-08,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2471","Macrophage cells","Fibroblast cells","FGF9","FGFR3",7.84643166719163e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2472","Plasma cells","Fibroblast cells","FGF9","FGFR3",1.0620592878057e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2473","Fibroblast cells","Fibroblast cells","FGF9","FGFR3",6.5831653698042e-09,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2474","Mast cells","Fibroblast cells","FGF9","FGFR3",2.58620938838406e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2475","B cells","Fibroblast cells","FGF9","FGFR3",3.92697396577753e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2476","Endothelial cells","Fibroblast cells","FGF9","FGFR3",4.15401086752181e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2477","NK/T cells","Mast cells","FGF9","FGFR3",1.98590634509552e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2478","Neutrophil cells","Mast cells","FGF9","FGFR3",7.87814544592894e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2479","Epithelial cells","Mast cells","FGF9","FGFR3",4.59860099798561e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2480","Macrophage cells","Mast cells","FGF9","FGFR3",2.43907862597799e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2481","Plasma cells","Mast cells","FGF9","FGFR3",3.30143198273657e-15,0.04,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2482","Fibroblast cells","Mast cells","FGF9","FGFR3",2.04641521041388e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2483","Mast cells","Mast cells","FGF9","FGFR3",8.03928314619553e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2484","B cells","Mast cells","FGF9","FGFR3",1.2207075121533e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2485","Endothelial cells","Mast cells","FGF9","FGFR3",1.29128569728195e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2486","Epithelial cells","B cells","FGF9","FGFR3",6.88448687487159e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2487","Fibroblast cells","B cells","FGF9","FGFR3",3.06365338568248e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2488","Mast cells","B cells","FGF9","FGFR3",1.20354729809357e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2489","Endothelial cells","B cells","FGF9","FGFR3",1.93316171324842e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2490","NK/T cells","Endothelial cells","FGF9","FGFR3",3.36474236937927e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2491","Neutrophil cells","Endothelial cells","FGF9","FGFR3",1.33480261231883e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2492","Epithelial cells","Endothelial cells","FGF9","FGFR3",7.79145442302859e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2493","Macrophage cells","Endothelial cells","FGF9","FGFR3",4.13255699972465e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2494","Plasma cells","Endothelial cells","FGF9","FGFR3",5.59365153683203e-14,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2495","Fibroblast cells","Endothelial cells","FGF9","FGFR3",3.46725598333457e-10,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2496","Mast cells","Endothelial cells","FGF9","FGFR3",1.36210432108136e-12,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2497","B cells","Endothelial cells","FGF9","FGFR3",2.06825779887842e-13,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2498","Endothelial cells","Endothelial cells","FGF9","FGFR3",2.18783823192313e-11,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"2499","Epithelial cells","NK/T cells","FGF9","FGFR4",7.69691860335427e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2500","Fibroblast cells","NK/T cells","FGF9","FGFR4",3.42519220485307e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2501","Mast cells","NK/T cells","FGF9","FGFR4",1.34557676575558e-13,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2502","Endothelial cells","NK/T cells","FGF9","FGFR4",2.16129228250194e-12,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2503","Epithelial cells","Neutrophil cells","FGF9","FGFR4",3.05338891683053e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2504","Fibroblast cells","Neutrophil cells","FGF9","FGFR4",1.35878322922134e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2505","Mast cells","Neutrophil cells","FGF9","FGFR4",5.33794027874141e-14,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2506","Endothelial cells","Neutrophil cells","FGF9","FGFR4",8.57390631444276e-13,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2507","NK/T cells","Epithelial cells","FGF9","FGFR4",7.69691860335427e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2508","Neutrophil cells","Epithelial cells","FGF9","FGFR4",3.05338891683053e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2509","Epithelial cells","Epithelial cells","FGF9","FGFR4",1.78231166580218e-08,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2510","Macrophage cells","Epithelial cells","FGF9","FGFR4",9.45331064770264e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2511","Plasma cells","Epithelial cells","FGF9","FGFR4",1.27955949798624e-12,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2512","Fibroblast cells","Epithelial cells","FGF9","FGFR4",7.9314231792549e-09,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2513","Mast cells","Epithelial cells","FGF9","FGFR4",3.11584215565443e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2514","B cells","Epithelial cells","FGF9","FGFR4",4.73118300943204e-12,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2515","Endothelial cells","Epithelial cells","FGF9","FGFR4",5.00472608477086e-10,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2516","Epithelial cells","Macrophage cells","FGF9","FGFR4",9.45331064770264e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2517","Macrophage cells","Macrophage cells","FGF9","FGFR4",5.01399609992896e-13,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2518","Fibroblast cells","Macrophage cells","FGF9","FGFR4",4.20680110470662e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2519","Mast cells","Macrophage cells","FGF9","FGFR4",1.65262955991244e-13,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2520","Endothelial cells","Macrophage cells","FGF9","FGFR4",2.65448660887027e-12,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2521","Epithelial cells","Plasma cells","FGF9","FGFR4",1.27955949798624e-12,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2522","Fibroblast cells","Plasma cells","FGF9","FGFR4",5.69414521674574e-13,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2523","Mast cells","Plasma cells","FGF9","FGFR4",2.23692833281029e-15,0.03,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2524","Endothelial cells","Plasma cells","FGF9","FGFR4",3.59299897805301e-14,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2525","NK/T cells","Fibroblast cells","FGF9","FGFR4",3.40800732322564e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2526","Neutrophil cells","Fibroblast cells","FGF9","FGFR4",1.35196593911011e-11,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
"2527","Epithelial cells","Fibroblast cells","FGF9","FGFR4",7.89162969904095e-09,0,"FGF9_FGFR4","FGF9 - FGFR4","FGF","Secreted Signaling","PMC: 4393358"
