"","source","target","pathway_name","prob","pval"
"1462","Mast cells","Mast cells","CSF",5.3548162036399e-09,0
"1463","Mast cells","Mast cells","EGF",4.26562896950124e-09,0
"1464","Mast cells","Mast cells","FGF",4.40386276033961e-11,0
"1465","Mast cells","Mast cells","FLT3",4.71771282464928e-13,0
"1466","Mast cells","Mast cells","GALECTIN",6.53514408471839e-07,0
"1467","Mast cells","Mast cells","GAS",4.67420410563253e-13,0
"1468","Mast cells","Mast cells","HGF",9.24254315818659e-12,0
"1469","Mast cells","Mast cells","IL1",9.0093437830391e-09,0
"1470","Mast cells","Mast cells","IL2",3.29534205635655e-08,0
"1471","Mast cells","Mast cells","IL4",1.32797768787578e-07,0
"1472","Mast cells","Mast cells","KIT",9.86109632895124e-07,0
"1473","Mast cells","Mast cells","LIFR",1.39162411473745e-08,0
"1474","Mast cells","Mast cells","MSTN",3.00161841516607e-10,0
"1475","Mast cells","Mast cells","NRG",2.67444393443926e-11,0
"1476","Mast cells","Mast cells","NT",4.10630465818426e-11,0
"1477","Mast cells","Mast cells","OSM",1.83303081792701e-09,0
"1478","Mast cells","Mast cells","OX40",2.79566381297077e-08,0
"1479","Mast cells","Mast cells","PARs",1.84880041167231e-10,0.01
"1480","Mast cells","Mast cells","PDGF",8.73072213092276e-11,0
"1481","Mast cells","Mast cells","TGFb",8.49061078182763e-08,0.00375
"1482","Mast cells","Mast cells","TRAIL",1.93626649219939e-07,0
"1483","Mast cells","Mast cells","TWEAK",6.46816660843712e-08,0
"1484","Mast cells","Mast cells","VEGF",1.13911611893314e-07,0
"1485","Mast cells","Mast cells","WNT",9.51169553232651e-14,0.01
"1486","Mast cells","NK/T cells","ACTIVIN",3.19709554747573e-10,0.005
"1487","Mast cells","NK/T cells","COMPLEMENT",1.74464969618883e-07,0
"1488","Mast cells","NK/T cells","CSF",6.92712312400316e-09,0.01
"1489","Mast cells","NK/T cells","EGF",6.54243708917161e-08,0
"1490","Mast cells","NK/T cells","FASLG",7.62499209781456e-09,0.04
"1491","Mast cells","NK/T cells","FGF",1.05489737274823e-10,0
"1492","Mast cells","NK/T cells","FLT3",1.7765035234893e-11,0
"1493","Mast cells","NK/T cells","GALECTIN",6.72569654876751e-05,0
"1494","Mast cells","NK/T cells","HGF",1.3867218471577e-10,0
"1495","Mast cells","NK/T cells","IL2",6.07353452351332e-06,0
"1496","Mast cells","NK/T cells","IL4",6.41354857350658e-07,0.02
"1497","Mast cells","NK/T cells","KIT",3.29922127574968e-08,0
"1498","Mast cells","NK/T cells","LIFR",8.02100348882721e-08,0
"1499","Mast cells","NK/T cells","MIF",8.40454762919651e-06,0.03
"1500","Mast cells","NK/T cells","MSTN",8.05526686660342e-09,0
"1501","Mast cells","NK/T cells","NRG",2.62148172679622e-10,0
"1502","Mast cells","NK/T cells","NT",4.1480871580822e-11,0
"1503","Mast cells","NK/T cells","OSM",1.05662327825383e-08,0
"1504","Mast cells","NK/T cells","PARs",4.93798085653784e-09,0
"1505","Mast cells","NK/T cells","PDGF",9.17745293178599e-10,0
"1506","Mast cells","NK/T cells","TGFb",3.4015389646219e-06,0.00375
"1507","Mast cells","NK/T cells","TRAIL",1.59826255800267e-06,0
"1508","Mast cells","NK/T cells","TWEAK",1.53372846123563e-07,0
"1509","Mast cells","NK/T cells","VEGF",1.7714424498071e-08,0.02
"1510","Mast cells","Neutrophil cells","ANNEXIN",6.55691756382254e-05,0
"1511","Mast cells","Neutrophil cells","COMPLEMENT",2.92241694644982e-08,0
"1512","Mast cells","Neutrophil cells","CSF",1.17346301957752e-09,0.01
"1513","Mast cells","Neutrophil cells","CSF3",1.37753092493315e-08,0
"1514","Mast cells","Neutrophil cells","EGF",2.60835634426614e-08,0
"1515","Mast cells","Neutrophil cells","FGF",4.19595989123033e-11,0
"1516","Mast cells","Neutrophil cells","GALECTIN",1.78859473179473e-05,0
"1517","Mast cells","Neutrophil cells","GRN",5.86173317957952e-08,0
"1518","Mast cells","Neutrophil cells","HGF",4.63844159178819e-11,0
"1519","Mast cells","Neutrophil cells","IFN-II",1.14880360565276e-09,0
"1520","Mast cells","Neutrophil cells","IL1",1.01648462352244e-09,0
"1521","Mast cells","Neutrophil cells","IL4",5.82458198722641e-07,0
"1522","Mast cells","Neutrophil cells","KIT",1.35362508294493e-08,0
"1523","Mast cells","Neutrophil cells","LIFR",6.26750377970796e-08,0
"1524","Mast cells","Neutrophil cells","MIF",1.7554103540433e-06,0
"1525","Mast cells","Neutrophil cells","NRG",1.14135941960091e-10,0
"1526","Mast cells","Neutrophil cells","NT",1.62631641741959e-11,0
"1527","Mast cells","Neutrophil cells","OSM",8.06258648851808e-09,0
"1528","Mast cells","Neutrophil cells","PARs",1.10031740609819e-09,0
"1529","Mast cells","Neutrophil cells","PDGF",2.77068458730962e-10,0
"1530","Mast cells","Neutrophil cells","TRAIL",9.52667800023676e-07,0
"1531","Mast cells","Neutrophil cells","TWEAK",5.48080537431293e-08,0
"1532","Mast cells","Neutrophil cells","VEGF",1.4499406048251e-08,0.004
"1533","Mast cells","Plasma cells","COMPLEMENT",7.02961609588074e-10,0
"1534","Mast cells","Plasma cells","CSF",4.01561507940627e-11,0.01
"1535","Mast cells","Plasma cells","EGF",8.86088901307918e-10,0
"1536","Mast cells","Plasma cells","FGF",1.10650535493302e-12,0.018
"1537","Mast cells","Plasma cells","IL4",1.08173689681354e-10,0
"1538","Mast cells","Plasma cells","KIT",3.97632095358034e-10,0
"1539","Mast cells","Plasma cells","NT",6.61918196147635e-13,0.01
"1540","Mast cells","Plasma cells","PARs",5.98325228192313e-11,0
"1541","Mast cells","Plasma cells","TWEAK",1.80859758278129e-09,0
"1542","Mast cells","Plasma cells","VEGF",2.29089149076613e-10,0.01
"1543","NK/T cells","B cells","BAFF",1.43696701830462e-08,0
"1544","NK/T cells","B cells","CCL",0.000134975086744287,0
"1545","NK/T cells","B cells","CXCL",0.000104722250732203,0
"1546","NK/T cells","B cells","GAS",2.10513758649889e-09,0
"1547","NK/T cells","B cells","IL16",1.02504202918737e-07,0
"1548","NK/T cells","B cells","IL2",4.20603123113574e-06,0.005
"1549","NK/T cells","B cells","IL4",2.71616591339619e-09,0
"1550","NK/T cells","B cells","LIGHT",5.75528189959806e-08,0
"1551","NK/T cells","B cells","LT",7.89185294543053e-07,0
"1552","NK/T cells","B cells","MIF",4.30970119667165e-05,0.01
"1553","NK/T cells","B cells","PARs",2.45830424921147e-08,0
"1554","NK/T cells","B cells","TGFb",4.62621174665109e-06,0.00666666666666667
"1555","NK/T cells","Endothelial cells","ACTIVIN",2.05205853403996e-09,0
"1556","NK/T cells","Endothelial cells","BMP",3.6326942605022e-08,0
"1557","NK/T cells","Endothelial cells","BTLA",6.76503941439192e-07,0.01
"1558","NK/T cells","Endothelial cells","CCL",0.000106352045675075,0
"1559","NK/T cells","Endothelial cells","CD40",6.98593246867067e-08,0
"1560","NK/T cells","Endothelial cells","COMPLEMENT",5.0097133106699e-15,0
"1561","NK/T cells","Endothelial cells","CXCL",1.23711532436005e-05,0
"1562","NK/T cells","Endothelial cells","EGF",1.51574661238981e-08,0
"1563","NK/T cells","Endothelial cells","FASLG",7.62746680334155e-09,0
"1564","NK/T cells","Endothelial cells","FGF",1.74826434890669e-09,0
"1565","NK/T cells","Endothelial cells","FLT3",1.67533364908851e-11,0
"1566","NK/T cells","Endothelial cells","GAS",6.38941880382343e-10,0
"1567","NK/T cells","Endothelial cells","HGF",4.45562695000746e-09,0
"1568","NK/T cells","Endothelial cells","IGF",1.20774303151259e-06,0
"1569","NK/T cells","Endothelial cells","IL16",3.92785952166845e-08,0
"1570","NK/T cells","Endothelial cells","IL4",5.13131516568851e-07,0
"1571","NK/T cells","Endothelial cells","KIT",2.97068272755895e-10,0
"1572","NK/T cells","Endothelial cells","LIFR",3.0144039742902e-07,0
"1573","NK/T cells","Endothelial cells","LIGHT",1.27591677634341e-06,0
"1574","NK/T cells","Endothelial cells","LT",7.03566402379249e-06,0
"1575","NK/T cells","Endothelial cells","MIF",1.13687236383693e-07,0
"1576","NK/T cells","Endothelial cells","MSTN",2.334099790858e-08,0
"1577","NK/T cells","Endothelial cells","NRG",3.06700278397035e-10,0.0025
"1578","NK/T cells","Endothelial cells","NT",6.82077599427345e-11,0
"1579","NK/T cells","Endothelial cells","OSM",1.8134456876881e-07,0
"1580","NK/T cells","Endothelial cells","PARs",1.30442109625451e-05,0
"1581","NK/T cells","Endothelial cells","PDGF",1.32531114939437e-09,0
"1582","NK/T cells","Endothelial cells","TGFb",8.81334385159645e-06,0
"1583","NK/T cells","Endothelial cells","TRAIL",9.4281772984743e-07,0.01
"1584","NK/T cells","Endothelial cells","VEGF",1.21740097891468e-07,0
"1585","NK/T cells","Endothelial cells","VISFATIN",1.23238284155113e-05,0
"1586","NK/T cells","Endothelial cells","WNT",3.54042867430094e-09,0
"1587","NK/T cells","Epithelial cells","ACTIVIN",7.95425303771324e-09,0
"1588","NK/T cells","Epithelial cells","BMP",6.0758412900366e-08,0
"1589","NK/T cells","Epithelial cells","CD40",4.96008790883939e-07,0
"1590","NK/T cells","Epithelial cells","COMPLEMENT",1.05746384468617e-13,0
"1591","NK/T cells","Epithelial cells","EGF",6.22655604878533e-06,0
"1592","NK/T cells","Epithelial cells","FASLG",3.29417117892643e-07,0
"1593","NK/T cells","Epithelial cells","FGF",6.46611262070635e-09,0
"1594","NK/T cells","Epithelial cells","FLT3",3.46484408307504e-10,0
"1595","NK/T cells","Epithelial cells","GAS",3.48864765102025e-10,0
"1596","NK/T cells","Epithelial cells","HGF",2.24454443631858e-08,0
"1597","NK/T cells","Epithelial cells","IFN-II",2.65517340000739e-05,0
"1598","NK/T cells","Epithelial cells","IGF",1.5651276150647e-05,0
"1599","NK/T cells","Epithelial cells","IL1",5.92550779871806e-10,0
"1600","NK/T cells","Epithelial cells","IL16",1.59318414576067e-06,0
"1601","NK/T cells","Epithelial cells","IL2",1.06159498375525e-05,0
"1602","NK/T cells","Epithelial cells","IL4",1.63496663597174e-05,0
"1603","NK/T cells","Epithelial cells","KIT",2.72318739548905e-09,0
"1604","NK/T cells","Epithelial cells","LIFR",3.19792780777937e-08,0
"1605","NK/T cells","Epithelial cells","LIGHT",6.83710040210271e-07,0
"1606","NK/T cells","Epithelial cells","LT",4.9331737949272e-06,0.005
"1607","NK/T cells","Epithelial cells","MIF",1.67759132852002e-06,0
"1608","NK/T cells","Epithelial cells","MSTN",1.6297501352173e-08,0
"1609","NK/T cells","Epithelial cells","NRG",1.16384251931998e-07,0
"1610","NK/T cells","Epithelial cells","NT",4.94213915140741e-10,0
"1611","NK/T cells","Epithelial cells","OSM",1.1918913101826e-07,0
"1612","NK/T cells","Epithelial cells","PARs",0.000361218844568305,0
"1613","NK/T cells","Epithelial cells","PDGF",1.84676530125791e-08,0
"1614","NK/T cells","Epithelial cells","PSAP",7.73902725348715e-08,0
"1615","NK/T cells","Epithelial cells","TRAIL",4.43115641042103e-05,0
"1616","NK/T cells","Epithelial cells","VEGF",1.12661630773846e-08,0
"1617","NK/T cells","Epithelial cells","WNT",1.06817443029808e-10,0
"1618","NK/T cells","Fibroblast cells","ACTIVIN",6.07475153718536e-09,0
"1619","NK/T cells","Fibroblast cells","BMP",3.55790532218399e-08,0
"1620","NK/T cells","Fibroblast cells","CD40",1.28875265849992e-07,0
"1621","NK/T cells","Fibroblast cells","COMPLEMENT",4.41425442543187e-11,0
"1622","NK/T cells","Fibroblast cells","CSF",1.02120994518344e-09,0.02
"1623","NK/T cells","Fibroblast cells","EGF",6.80293835580454e-07,0
"1624","NK/T cells","Fibroblast cells","FASLG",1.75769599354673e-08,0
"1625","NK/T cells","Fibroblast cells","FGF",2.04145686208103e-08,0
"1626","NK/T cells","Fibroblast cells","FLT3",5.3233071050416e-11,0
"1627","NK/T cells","Fibroblast cells","GAS",1.23436741131108e-08,0
"1628","NK/T cells","Fibroblast cells","HGF",3.02975384777732e-09,0
"1629","NK/T cells","Fibroblast cells","IFN-II",7.83002384862155e-06,0
"1630","NK/T cells","Fibroblast cells","IGF",2.24691784786342e-07,0
"1631","NK/T cells","Fibroblast cells","IL1",3.15319643438828e-10,0
"1632","NK/T cells","Fibroblast cells","IL16",7.12386409301197e-08,0
"1633","NK/T cells","Fibroblast cells","KIT",1.32955654630896e-09,0
"1634","NK/T cells","Fibroblast cells","LIFR",1.3884747169408e-08,0
"1635","NK/T cells","Fibroblast cells","LIGHT",8.76054331492125e-08,0
"1636","NK/T cells","Fibroblast cells","LT",4.98631447095157e-06,0
"1637","NK/T cells","Fibroblast cells","MSTN",4.43111363814663e-08,0
"1638","NK/T cells","Fibroblast cells","NRG",3.25739827715636e-09,0
"1639","NK/T cells","Fibroblast cells","NT",1.50091744924117e-10,0
"1640","NK/T cells","Fibroblast cells","OSM",2.40561686331381e-07,0
"1641","NK/T cells","Fibroblast cells","PARs",0.00015048854556399,0
"1642","NK/T cells","Fibroblast cells","PDGF",1.80495246840469e-07,0
"1643","NK/T cells","Fibroblast cells","PSAP",1.11374220121235e-08,0
"1644","NK/T cells","Fibroblast cells","TGFb",5.9129084340396e-06,0
"1645","NK/T cells","Fibroblast cells","VEGF",3.23342038617207e-09,0.00333333333333333
"1646","NK/T cells","Fibroblast cells","VISFATIN",6.45913192668689e-07,0
"1647","NK/T cells","Fibroblast cells","WNT",7.96603091447153e-11,0
"1648","NK/T cells","Macrophage cells","ACTIVIN",1.28065506954162e-08,0
"1649","NK/T cells","Macrophage cells","ANNEXIN",0.000143077633271726,0
"1650","NK/T cells","Macrophage cells","BAFF",1.25372113588961e-07,0
"1651","NK/T cells","Macrophage cells","BMP",4.01471143603491e-08,0
"1652","NK/T cells","Macrophage cells","BTLA",1.26686737023158e-05,0
"1653","NK/T cells","Macrophage cells","CCL",0.00293257697064377,0
"1654","NK/T cells","Macrophage cells","CD40",1.29783431209914e-06,0
"1655","NK/T cells","Macrophage cells","COMPLEMENT",8.95234629732922e-09,0
"1656","NK/T cells","Macrophage cells","CSF",3.1100832439954e-07,0
"1657","NK/T cells","Macrophage cells","CSF3",4.7022261211411e-08,0
"1658","NK/T cells","Macrophage cells","CXCL",7.07885646856138e-05,0
"1659","NK/T cells","Macrophage cells","EGF",1.08265651027184e-07,0
"1660","NK/T cells","Macrophage cells","FASLG",7.51469193677163e-08,0
"1661","NK/T cells","Macrophage cells","FGF",1.28146186076222e-10,0.0128571428571429
"1662","NK/T cells","Macrophage cells","FLT3",2.38992941932559e-10,0
"1663","NK/T cells","Macrophage cells","GAS",4.58707152914819e-08,0
"1664","NK/T cells","Macrophage cells","HGF",1.71262379459671e-09,0
"1665","NK/T cells","Macrophage cells","IFN-II",7.52642933604492e-05,0
"1666","NK/T cells","Macrophage cells","IGF",9.09580147520448e-08,0
"1667","NK/T cells","Macrophage cells","IL1",1.83567725125785e-09,0
"1668","NK/T cells","Macrophage cells","IL16",0.000149649635062063,0
"1669","NK/T cells","Macrophage cells","IL2",6.88261336071777e-05,0
"1670","NK/T cells","Macrophage cells","IL4",3.35107795311351e-05,0
"1671","NK/T cells","Macrophage cells","KIT",1.10063367763466e-09,0.02
"1672","NK/T cells","Macrophage cells","LIFR",3.09961071759351e-08,0
"1673","NK/T cells","Macrophage cells","LIGHT",1.32241137136457e-05,0
"1674","NK/T cells","Macrophage cells","LT",8.49170981415669e-05,0
"1675","NK/T cells","Macrophage cells","MIF",0.00034345014941708,0
"1676","NK/T cells","Macrophage cells","MSTN",1.81898781632629e-07,0
"1677","NK/T cells","Macrophage cells","NPR2",1.99186583911321e-08,0
"1678","NK/T cells","Macrophage cells","NRG",1.59080431375289e-09,0
"1679","NK/T cells","Macrophage cells","NT",1.44421491315056e-10,0.032
"1680","NK/T cells","Macrophage cells","OSM",1.11653937469599e-07,0
"1681","NK/T cells","Macrophage cells","PARs",3.07725544211707e-07,0
"1682","NK/T cells","Macrophage cells","PDGF",6.95398213021714e-09,0
"1683","NK/T cells","Macrophage cells","TGFb",8.97336015668536e-05,0
"1684","NK/T cells","Macrophage cells","VEGF",5.79552830936743e-08,0
"1685","NK/T cells","Macrophage cells","WNT",4.48160080238186e-11,0
"1686","NK/T cells","Mast cells","ACTIVIN",7.47835267830214e-10,0
"1687","NK/T cells","Mast cells","BMP",1.52114981494921e-09,0.00333333333333333
"1688","NK/T cells","Mast cells","BTLA",9.55745389267317e-07,0.03
"1689","NK/T cells","Mast cells","CD40",7.41803214248771e-09,0
"1690","NK/T cells","Mast cells","COMPLEMENT",1.13501169392512e-11,0
"1691","NK/T cells","Mast cells","CSF",8.94316160462138e-10,0.01
"1692","NK/T cells","Mast cells","EGF",8.89100166381875e-09,0
"1693","NK/T cells","Mast cells","FASLG",9.53482440147489e-09,0
"1694","NK/T cells","Mast cells","FGF",9.75673830237895e-11,0
"1695","NK/T cells","Mast cells","FLT3",1.7765035234893e-11,0
"1696","NK/T cells","Mast cells","HGF",1.3867218471577e-10,0
"1697","NK/T cells","Mast cells","IGF",1.01523718223101e-08,0.02
"1698","NK/T cells","Mast cells","IL16",6.25183772509952e-08,0
"1699","NK/T cells","Mast cells","IL2",3.60447509400079e-06,0.0133333333333333
"1700","NK/T cells","Mast cells","IL4",2.8883006487934e-06,0
"1701","NK/T cells","Mast cells","KIT",3.29922127574968e-08,0
"1702","NK/T cells","Mast cells","LIFR",4.58228875480033e-09,0
"1703","NK/T cells","Mast cells","LIGHT",9.41535336244621e-07,0
"1704","NK/T cells","Mast cells","LT",2.16057367571e-06,0
"1705","NK/T cells","Mast cells","MSTN",5.75348341782632e-09,0.005
"1706","NK/T cells","Mast cells","NRG",1.50378800861196e-10,0.005
"1707","NK/T cells","Mast cells","NT",1.49370290256582e-10,0
"1708","NK/T cells","Mast cells","OSM",1.01460312230919e-08,0
"1709","NK/T cells","Mast cells","PARs",2.49529420414928e-08,0.00666666666666667
"1710","NK/T cells","Mast cells","PDGF",8.87908377782002e-10,0
"1711","NK/T cells","Mast cells","TGFb",2.63335548594151e-06,0.00444444444444444
"1712","NK/T cells","Mast cells","TRAIL",1.34880574608306e-06,0
"1713","NK/T cells","NK/T cells","ACTIVIN",1.1677790802341e-08,0
"1714","NK/T cells","NK/T cells","BTLA",4.32887329062085e-05,0
"1715","NK/T cells","NK/T cells","CCL",0.020140360855781,0
"1716","NK/T cells","NK/T cells","CD40",1.13849549135141e-06,0
"1717","NK/T cells","NK/T cells","CXCL",0.00182105846746187,0
"1718","NK/T cells","NK/T cells","FASLG",6.31674902644037e-07,0
"1719","NK/T cells","NK/T cells","IL16",1.29271908969136e-06,0
"1720","NK/T cells","NK/T cells","IL2",0.00102417317959313,0
"1721","NK/T cells","NK/T cells","IL4",3.10870294256207e-05,0
"1722","NK/T cells","NK/T cells","LIGHT",4.36654335193103e-05,0
"1723","NK/T cells","NK/T cells","LT",0.000196163719621708,0
"1724","NK/T cells","NK/T cells","MIF",0.000371298269698197,0
"1725","NK/T cells","NK/T cells","MSTN",3.3780023012188e-08,0
"1726","NK/T cells","NK/T cells","NPR2",5.01830930558298e-08,0
"1727","NK/T cells","NK/T cells","PARs",6.70170507776701e-07,0
"1728","NK/T cells","NK/T cells","TGFb",9.85373329194277e-05,0
"1729","NK/T cells","Neutrophil cells","ANNEXIN",0.000945062751709003,0
"1730","NK/T cells","Neutrophil cells","BAFF",6.36952725983876e-08,0
"1731","NK/T cells","Neutrophil cells","CCL",0.00127327192098886,0
"1732","NK/T cells","Neutrophil cells","COMPLEMENT",6.48585036008849e-09,0
"1733","NK/T cells","Neutrophil cells","CSF3",5.07293735239503e-07,0
"1734","NK/T cells","Neutrophil cells","CXCL",0.000260839465846726,0.01
"1735","NK/T cells","Neutrophil cells","FASLG",9.50150453012708e-08,0
"1736","NK/T cells","Neutrophil cells","IFN-II",6.81494219182968e-06,0
"1737","NK/T cells","Neutrophil cells","IL1",5.03221851257782e-09,0
"1738","NK/T cells","Neutrophil cells","IL16",7.35639362727398e-07,0
"1739","NK/T cells","Neutrophil cells","IL2",6.22138008710477e-05,0
"1740","NK/T cells","Neutrophil cells","IL4",6.00897263387342e-08,0
"1741","NK/T cells","Neutrophil cells","LIFR",2.8483964771007e-08,0
"1742","NK/T cells","Neutrophil cells","LIGHT",4.56007968190814e-07,0
"1743","NK/T cells","Neutrophil cells","LT",5.5685927773012e-05,0.00333333333333333
"1744","NK/T cells","Neutrophil cells","MIF",7.75509882820127e-05,0
"1745","NK/T cells","Neutrophil cells","PARs",1.49920854240702e-07,0
"1746","NK/T cells","Plasma cells","BAFF",3.2827267263572e-09,0.01
"1747","NK/T cells","Plasma cells","IL16",1.08091067208057e-08,0
"1748","Neutrophil cells","B cells","BAFF",9.86988279851178e-06,0
"1749","Neutrophil cells","B cells","CCL",1.82470762564163e-06,0
"1750","Neutrophil cells","B cells","CSF3",2.0679975370837e-08,0
"1751","Neutrophil cells","B cells","CXCL",1.63280450745446e-05,0
"1752","Neutrophil cells","B cells","GAS",7.03163997443018e-10,0
"1753","Neutrophil cells","B cells","IL4",2.30479348369581e-07,0
"1754","Neutrophil cells","B cells","OSM",9.3413628458181e-09,0
"1755","Neutrophil cells","B cells","SPP1",8.17042267635513e-06,0
"1756","Neutrophil cells","B cells","VISFATIN",4.12314996022901e-07,0
"1757","Neutrophil cells","Endothelial cells","ACTIVIN",2.23712029996176e-10,0
"1758","Neutrophil cells","Endothelial cells","BAFF",3.62498382004587e-08,0
"1759","Neutrophil cells","Endothelial cells","BMP",3.37702136654921e-09,0
"1760","Neutrophil cells","Endothelial cells","CCL",4.33951914243558e-06,0
"1761","Neutrophil cells","Endothelial cells","CD40",3.12525355752873e-08,0
"1762","Neutrophil cells","Endothelial cells","COMPLEMENT",1.77987250178738e-15,0
"1763","Neutrophil cells","Endothelial cells","CSF3",1.30772671387499e-08,0
"1764","Neutrophil cells","Endothelial cells","CXCL",7.22858753583347e-05,0
"1765","Neutrophil cells","Endothelial cells","EGF",2.29289365743674e-09,0
"1766","Neutrophil cells","Endothelial cells","FGF",6.70840903656838e-10,0
"1767","Neutrophil cells","Endothelial cells","FLT3",5.34002967626068e-12,0
"1768","Neutrophil cells","Endothelial cells","GAS",2.13421170079652e-10,0
"1769","Neutrophil cells","Endothelial cells","HGF",1.49036150907298e-09,0
"1770","Neutrophil cells","Endothelial cells","IGF",5.67322938734812e-07,0.0025
"1771","Neutrophil cells","Endothelial cells","IL1",6.28062734957399e-07,0
"1772","Neutrophil cells","Endothelial cells","IL4",6.39723373998742e-08,0.01
"1773","Neutrophil cells","Endothelial cells","KIT",1.21883106079787e-10,0
"1774","Neutrophil cells","Endothelial cells","LIFR",3.07859855411052e-07,0
"1775","Neutrophil cells","Endothelial cells","LIGHT",6.11428628895462e-09,0
"1776","Neutrophil cells","Endothelial cells","LT",6.35806312635507e-07,0.015
"1777","Neutrophil cells","Endothelial cells","MSTN",7.87890059360818e-10,0.03
"1778","Neutrophil cells","Endothelial cells","NRG",1.67678261274963e-10,0
"1779","Neutrophil cells","Endothelial cells","NT",2.27903588206416e-11,0
"1780","Neutrophil cells","Endothelial cells","OSM",5.53851462606182e-06,0
"1781","Neutrophil cells","Endothelial cells","PARs",4.88971067984366e-09,0
"1782","Neutrophil cells","Endothelial cells","PDGF",4.00787867590447e-10,0
"1783","Neutrophil cells","Endothelial cells","PSAP",1.97148987617281e-09,0
"1784","Neutrophil cells","Endothelial cells","SPP1",3.04765847691094e-05,0
"1785","Neutrophil cells","Endothelial cells","TGFb",1.23595742190264e-07,0.015
"1786","Neutrophil cells","Endothelial cells","TRAIL",5.592132872355e-07,0
"1787","Neutrophil cells","Endothelial cells","VEGF",7.38160445368283e-08,0
"1788","Neutrophil cells","Endothelial cells","VISFATIN",0.000145998889403433,0
"1789","Neutrophil cells","Endothelial cells","WNT",1.1591566347146e-09,0
"1790","Neutrophil cells","Epithelial cells","BAFF",3.27295810986444e-07,0
"1791","Neutrophil cells","Epithelial cells","BMP",4.45396484900745e-09,0
"1792","Neutrophil cells","Epithelial cells","CCL",2.90170775242862e-07,0
"1793","Neutrophil cells","Epithelial cells","CD40",2.21897099870925e-07,0
"1794","Neutrophil cells","Epithelial cells","CSF3",2.701866188699e-07,0
"1795","Neutrophil cells","Epithelial cells","CXCL",2.48269975323584e-07,0
"1796","Neutrophil cells","Epithelial cells","EGF",9.41924597396152e-07,0
"1797","Neutrophil cells","Epithelial cells","FASLG",4.8800257411608e-08,0
"1798","Neutrophil cells","Epithelial cells","FGF",2.47065284582084e-09,0
"1799","Neutrophil cells","Epithelial cells","HGF",7.50776990351418e-09,0
"1800","Neutrophil cells","Epithelial cells","IFN-II",5.23714349658247e-08,0
"1801","Neutrophil cells","Epithelial cells","IGF",7.35259083649031e-06,0.005
"1802","Neutrophil cells","Epithelial cells","IL1",1.62401019054261e-05,0
"1803","Neutrophil cells","Epithelial cells","IL2",8.15495978901327e-07,0
"1804","Neutrophil cells","Epithelial cells","IL4",1.00420792076527e-06,0
"1805","Neutrophil cells","Epithelial cells","KIT",1.11728707018635e-09,0
"1806","Neutrophil cells","Epithelial cells","LIFR",6.95772963635261e-08,0
"1807","Neutrophil cells","Epithelial cells","NRG",6.36292357608253e-08,0
"1808","Neutrophil cells","Epithelial cells","NT",1.65132419842424e-10,0
"1809","Neutrophil cells","Epithelial cells","OSM",3.64892335624196e-06,0
"1810","Neutrophil cells","Epithelial cells","PARs",1.35395228831535e-07,0
"1811","Neutrophil cells","Epithelial cells","PDGF",5.5862007363624e-09,0
"1812","Neutrophil cells","Epithelial cells","PSAP",5.82616784505791e-08,0
"1813","Neutrophil cells","Epithelial cells","SPP1",0.000314171293732705,0
"1814","Neutrophil cells","Epithelial cells","TRAIL",2.62789981402001e-05,0
"1815","Neutrophil cells","Epithelial cells","VEGF",1.36761497136813e-08,0
"1816","Neutrophil cells","Epithelial cells","VISFATIN",0.000573789195215403,0
"1817","Neutrophil cells","Epithelial cells","WNT",3.49726410760453e-11,0
"1818","Neutrophil cells","Fibroblast cells","ACTIVIN",6.62259320048109e-10,0
"1819","Neutrophil cells","Fibroblast cells","BAFF",1.20714729082024e-07,0
"1820","Neutrophil cells","Fibroblast cells","BMP",3.03355535989725e-09,0
"1821","Neutrophil cells","Fibroblast cells","CCL",2.80035327100508e-07,0
"1822","Neutrophil cells","Fibroblast cells","CD40",5.76542767980751e-08,0
"1823","Neutrophil cells","Fibroblast cells","COMPLEMENT",1.56831530698631e-11,0
"1824","Neutrophil cells","Fibroblast cells","CSF3",4.05263831287133e-08,0
"1825","Neutrophil cells","Fibroblast cells","CXCL",5.10975088094712e-08,0
"1826","Neutrophil cells","Fibroblast cells","EGF",1.029116986458e-07,0
"1827","Neutrophil cells","Fibroblast cells","FGF",7.83124564545047e-09,0
"1828","Neutrophil cells","Fibroblast cells","FLT3",1.69677353113678e-11,0
"1829","Neutrophil cells","Fibroblast cells","GAS",4.12306933663875e-09,0
"1830","Neutrophil cells","Fibroblast cells","HGF",1.01342145228853e-09,0
"1831","Neutrophil cells","Fibroblast cells","IFN-II",1.54511796306009e-08,0
"1832","Neutrophil cells","Fibroblast cells","IGF",1.05558703638801e-07,0
"1833","Neutrophil cells","Fibroblast cells","IL1",7.15547528983535e-06,0
"1834","Neutrophil cells","Fibroblast cells","IL4",3.06694520335143e-08,0
"1835","Neutrophil cells","Fibroblast cells","KIT",5.45499118965538e-10,0
"1836","Neutrophil cells","Fibroblast cells","LIFR",1.2188987721367e-07,0
"1837","Neutrophil cells","Fibroblast cells","LT",8.1395763983369e-07,0.02
"1838","Neutrophil cells","Fibroblast cells","MSTN",1.91998518310659e-10,0
"1839","Neutrophil cells","Fibroblast cells","NRG",1.78087502526134e-09,0
"1840","Neutrophil cells","Fibroblast cells","NT",5.01503747457457e-11,0
