"","source","target","pathway_name","prob","pval"
"1","B cells","B cells","BAFF",1.34844632062373e-06,0
"2","B cells","B cells","CXCL",6.4043379993739e-06,0.005
"3","B cells","B cells","EGF",3.72445812781244e-09,0
"4","B cells","B cells","GAS",5.7434846668271e-08,0
"5","B cells","B cells","GRN",1.96180358517943e-08,0
"6","B cells","B cells","IL16",2.72580352551231e-09,0
"7","B cells","B cells","IL4",2.0940124044689e-08,0
"8","B cells","B cells","LT",9.94548901983221e-08,0
"9","B cells","B cells","MIF",2.28903101235754e-06,0.01
"10","B cells","B cells","TGFb",4.36771553233001e-08,0.01
"11","B cells","B cells","VEGF",3.13549519631833e-08,0.01
"12","B cells","Endothelial cells","ACTIVIN",4.82090324298904e-11,0
"13","B cells","Endothelial cells","BAFF",4.95239344261463e-09,0.00666666666666667
"14","B cells","Endothelial cells","BMP",1.0102917122069e-09,0
"15","B cells","Endothelial cells","CCL",3.01669774623381e-07,0
"16","B cells","Endothelial cells","CD40",3.65521327085634e-09,0
"17","B cells","Endothelial cells","CXCL",9.8077604583471e-07,0
"18","B cells","Endothelial cells","EGF",1.07773233722221e-08,0
"19","B cells","Endothelial cells","FGF",1.13360005361588e-10,0
"20","B cells","Endothelial cells","FLT3",6.62395509665777e-13,0.02
"21","B cells","Endothelial cells","GAS",1.74323402940632e-08,0
"22","B cells","Endothelial cells","GRN",6.82266805987096e-09,0
"23","B cells","Endothelial cells","HGF",1.40436743169885e-10,0
"24","B cells","Endothelial cells","IGF",5.08259307250309e-08,0
"25","B cells","Endothelial cells","IL16",1.04450238106753e-09,0
"26","B cells","Endothelial cells","IL4",7.21365131427966e-09,0.005
"27","B cells","Endothelial cells","KIT",1.48954459547453e-11,0
"28","B cells","Endothelial cells","LIGHT",4.56868181207783e-09,0
"29","B cells","Endothelial cells","LT",8.86221845468782e-07,0
"30","B cells","Endothelial cells","MIF",6.03828807050986e-09,0
"31","B cells","Endothelial cells","MSTN",1.0684667671957e-09,0
"32","B cells","Endothelial cells","NRG",1.69325843371404e-11,0
"33","B cells","Endothelial cells","NT",3.79366972816095e-12,0
"34","B cells","Endothelial cells","OSM",8.22776760995173e-11,0
"35","B cells","Endothelial cells","PARs",1.17115144166262e-09,0
"36","B cells","Endothelial cells","PDGF",5.5559525946204e-11,0
"37","B cells","Endothelial cells","TGFb",4.27723871658788e-07,0
"38","B cells","Endothelial cells","VEGF",6.55500484916936e-07,0
"39","B cells","Endothelial cells","VISFATIN",6.55430025400423e-07,0
"40","B cells","Endothelial cells","WNT",1.30821876726703e-10,0
"41","B cells","Epithelial cells","BAFF",4.4714594987664e-08,0
"42","B cells","Epithelial cells","BMP",1.33247803854895e-09,0
"43","B cells","Epithelial cells","CD40",2.59524040473909e-08,0
"44","B cells","Epithelial cells","EGF",4.49870965229116e-06,0
"45","B cells","Epithelial cells","FGF",4.03997220456609e-10,0
"46","B cells","Epithelial cells","GAS",9.51912507550526e-09,0
"47","B cells","Epithelial cells","GRN",1.86208429487326e-07,0
"48","B cells","Epithelial cells","HGF",7.07456799840519e-10,0
"49","B cells","Epithelial cells","IFN-II",5.39251176284505e-09,0
"50","B cells","Epithelial cells","IGF",6.58626583059568e-07,0
"51","B cells","Epithelial cells","IL16",4.23663345929525e-08,0
"52","B cells","Epithelial cells","IL2",1.09246016812243e-07,0
"53","B cells","Epithelial cells","IL4",1.31279918135546e-07,0
"54","B cells","Epithelial cells","KIT",1.36544674223206e-10,0
"55","B cells","Epithelial cells","LT",6.22661784398396e-07,0
"56","B cells","Epithelial cells","MIF",8.91021701500718e-08,0
"57","B cells","Epithelial cells","MSTN",1.97754264594866e-10,0
"58","B cells","Epithelial cells","NRG",6.4254461452315e-09,0
"59","B cells","Epithelial cells","NT",2.74878455366231e-11,0
"60","B cells","Epithelial cells","PARs",3.24289718640048e-08,0
"61","B cells","Epithelial cells","PDGF",7.74043134823156e-10,0
"62","B cells","Epithelial cells","VEGF",3.43758266579993e-07,0.00875
"63","B cells","Epithelial cells","WNT",1.99036096658439e-12,0
"64","B cells","Fibroblast cells","ACTIVIN",1.42714191920217e-10,0
"65","B cells","Fibroblast cells","BAFF",1.64918484589634e-08,0
"66","B cells","Fibroblast cells","BMP",9.89491026017636e-10,0
"67","B cells","Fibroblast cells","CD40",6.74307236012488e-09,0
"68","B cells","Fibroblast cells","COMPLEMENT",1.83433420684438e-12,0
"69","B cells","Fibroblast cells","CXCL",4.36511750383453e-10,0
"70","B cells","Fibroblast cells","EGF",4.91515386168403e-07,0
"71","B cells","Fibroblast cells","FGF",1.32051881420365e-09,0
"72","B cells","Fibroblast cells","FLT3",2.10473580871592e-12,0.02
"73","B cells","Fibroblast cells","GAS",3.36598411231803e-07,0
"74","B cells","Fibroblast cells","GRN",8.28122997679311e-08,0
"75","B cells","Fibroblast cells","HGF",9.54946558880147e-11,0
"76","B cells","Fibroblast cells","IFN-II",1.59095739821912e-09,0
"77","B cells","Fibroblast cells","IGF",9.77933624361884e-09,0
"78","B cells","Fibroblast cells","IL1",1.58005581518857e-11,0
"79","B cells","Fibroblast cells","IL16",1.89438331472542e-09,0
"80","B cells","Fibroblast cells","IL4",2.78641116011146e-09,0
"81","B cells","Fibroblast cells","KIT",6.66659469736367e-11,0
"82","B cells","Fibroblast cells","LT",6.2723961211174e-07,0
"83","B cells","Fibroblast cells","MSTN",2.02840351575423e-09,0
"84","B cells","Fibroblast cells","NRG",1.79837368333607e-10,0
"85","B cells","Fibroblast cells","NT",8.34800189481289e-12,0
"86","B cells","Fibroblast cells","OSM",2.22899222726786e-10,0
"87","B cells","Fibroblast cells","PARs",1.36576454427745e-08,0
"88","B cells","Fibroblast cells","PDGF",7.5693271788606e-09,0
"89","B cells","Fibroblast cells","TGFb",1.59067789193058e-07,0
"90","B cells","Fibroblast cells","VEGF",1.52161227245545e-07,0
"91","B cells","Fibroblast cells","VISFATIN",3.43522228648088e-08,0
"92","B cells","Fibroblast cells","WNT",2.94351649497061e-12,0
"93","B cells","Macrophage cells","ACTIVIN",3.00864374345149e-10,0
"94","B cells","Macrophage cells","ANNEXIN",1.91391415074367e-06,0
"95","B cells","Macrophage cells","BAFF",1.17585029086256e-05,0
"96","B cells","Macrophage cells","BMP",3.15468324189934e-10,0
"97","B cells","Macrophage cells","BTLA",6.56177946030975e-07,0
"98","B cells","Macrophage cells","CD40",6.79059023026613e-08,0
"99","B cells","Macrophage cells","COMPLEMENT",3.64972267762362e-10,0
"100","B cells","Macrophage cells","CSF",5.79834586280088e-09,0
"101","B cells","Macrophage cells","CSF3",1.91687326621617e-09,0.01
"102","B cells","Macrophage cells","CXCL",1.85696726562014e-06,0
"103","B cells","Macrophage cells","EGF",7.69809336473714e-08,0
"104","B cells","Macrophage cells","FGF",4.81907627359373e-12,0
"105","B cells","Macrophage cells","GAS",1.25110562449102e-06,0
"106","B cells","Macrophage cells","GRN",5.46545125742534e-07,0
"107","B cells","Macrophage cells","IFN-II",1.53013508961558e-08,0
"108","B cells","Macrophage cells","IL1",9.19847752854219e-11,0
"109","B cells","Macrophage cells","IL16",3.98481306333339e-06,0
"110","B cells","Macrophage cells","IL4",4.95574654847155e-07,0
"111","B cells","Macrophage cells","LT",1.06790264531772e-05,0
"112","B cells","Macrophage cells","MIF",1.82418011194488e-05,0
"113","B cells","Macrophage cells","MSTN",8.326668148356e-09,0
"114","B cells","Macrophage cells","NRG",8.78265528856769e-11,0.01
"115","B cells","Macrophage cells","NT",1.82031387677681e-12,0
"116","B cells","Macrophage cells","TGFb",4.35436002228097e-06,0
"117","B cells","Macrophage cells","VEGF",7.61010955496525e-07,0
"118","B cells","Mast cells","BAFF",2.98047067212121e-10,0.01
"119","B cells","Mast cells","CD40",3.88129721463561e-10,0
"120","B cells","Mast cells","COMPLEMENT",4.71651738827452e-13,0
"121","B cells","Mast cells","EGF",6.32183091242881e-09,0
"122","B cells","Mast cells","FGF",6.32404897830421e-12,0
"123","B cells","Mast cells","GAS",4.61046030955286e-10,0
"124","B cells","Mast cells","IGF",4.2721239754662e-10,0
"125","B cells","Mast cells","IL16",1.66249947532533e-09,0
"126","B cells","Mast cells","IL4",5.29179781754909e-08,0
"127","B cells","Mast cells","KIT",1.65427942993559e-09,0
"128","B cells","Mast cells","LT",2.78029610420312e-07,0
"129","B cells","Mast cells","MSTN",2.10182444304301e-10,0.01
"130","B cells","Mast cells","NRG",8.30224785723543e-12,0
"131","B cells","Mast cells","NT",8.30787506612062e-12,0
"132","B cells","Mast cells","PDGF",3.72094351707799e-11,0
"133","B cells","Mast cells","TGFb",6.79626503435193e-08,0.00714285714285714
"134","B cells","Mast cells","VEGF",6.35231448750227e-08,0
"135","B cells","NK/T cells","BAFF",4.16298484972201e-08,0
"136","B cells","NK/T cells","BTLA",2.24215350825525e-06,0
"137","B cells","NK/T cells","CD40",5.9568893706449e-08,0
"138","B cells","NK/T cells","CXCL",0.000106990694795001,0
"139","B cells","NK/T cells","EGF",9.69610004995784e-08,0
"140","B cells","NK/T cells","GAS",1.66663713192432e-08,0
"141","B cells","NK/T cells","IL16",3.43760774889545e-08,0
"142","B cells","NK/T cells","IL2",6.95184828796129e-06,0.005
"143","B cells","NK/T cells","IL4",5.45862898005581e-09,0
"144","B cells","NK/T cells","LT",2.46675996147541e-05,0
"145","B cells","NK/T cells","MIF",1.972087325874e-05,0
"146","B cells","NK/T cells","TGFb",4.2977506100748e-06,0.0128571428571429
"147","B cells","Neutrophil cells","ANNEXIN",1.27425708989339e-05,0
"148","B cells","Neutrophil cells","BAFF",5.97900818527952e-06,0
"149","B cells","Neutrophil cells","COMPLEMENT",2.6042687912973e-10,0
"150","B cells","Neutrophil cells","CSF3",2.0679975370837e-08,0
"151","B cells","Neutrophil cells","CXCL",2.06265417383498e-05,0
"152","B cells","Neutrophil cells","EGF",3.86566776815281e-08,0
"153","B cells","Neutrophil cells","GAS",5.5669492763333e-09,0
"154","B cells","Neutrophil cells","GRN",2.1822838599468e-07,0
"155","B cells","Neutrophil cells","IFN-II",1.38376079901334e-09,0
"156","B cells","Neutrophil cells","IL1",2.52161444147893e-10,0
"157","B cells","Neutrophil cells","IL16",1.95622077179051e-08,0
"158","B cells","Neutrophil cells","IL4",4.63220524540947e-07,0
"159","B cells","Neutrophil cells","LT",7.00099360272079e-06,0
"160","B cells","Neutrophil cells","MIF",4.11898352685547e-06,0
"161","B cells","Plasma cells","BAFF",3.53232391791577e-07,0
"162","B cells","Plasma cells","EGF",1.31320942522705e-09,0
"163","B cells","Plasma cells","GAS",3.79525645455835e-10,0
"164","B cells","Plasma cells","IL16",2.87435745618964e-10,0
"165","B cells","Plasma cells","IL4",8.60087143700305e-11,0
"166","Endothelial cells","B cells","ACTIVIN",7.38749971269692e-11,0
"167","Endothelial cells","B cells","ANGPT",2.7375692899437e-08,0
"168","Endothelial cells","B cells","BAFF",9.83806812222923e-10,0.01
"169","Endothelial cells","B cells","BMP",3.33400143518845e-09,0
"170","Endothelial cells","B cells","CXCL",1.58641502833545e-06,0
"171","Endothelial cells","B cells","EGF",1.7489708801949e-09,0
"172","Endothelial cells","B cells","FGF",9.03261642569654e-11,0
"173","Endothelial cells","B cells","FLT3",6.62395509665777e-13,0.02
"174","Endothelial cells","B cells","GAS",1.72233451972857e-08,0
"175","Endothelial cells","B cells","GRN",1.32818496402926e-08,0
"176","Endothelial cells","B cells","HGF",1.40436743169885e-10,0
"177","Endothelial cells","B cells","IGF",5.15506413604835e-09,0
"178","Endothelial cells","B cells","IL4",1.51639551804768e-09,0
"179","Endothelial cells","B cells","KIT",1.48954459547453e-11,0
"180","Endothelial cells","B cells","LIFR",1.62984735282782e-10,0
"181","Endothelial cells","B cells","MIF",2.74391463690154e-06,0
"182","Endothelial cells","B cells","MSTN",2.25580407616421e-09,0
"183","Endothelial cells","B cells","NRG",1.63085528036277e-11,0
"184","Endothelial cells","B cells","NT",4.00063028079664e-12,0
"185","Endothelial cells","B cells","OSM",5.97120919333044e-10,0
"186","Endothelial cells","B cells","PARs",6.75514544306476e-13,0.02
"187","Endothelial cells","B cells","PDGF",4.34857810319432e-10,0
"188","Endothelial cells","B cells","PROS",3.00405445387423e-08,0
"189","Endothelial cells","B cells","SEMA3",3.78672539222384e-11,0
"190","Endothelial cells","B cells","TGFb",2.69160132550174e-07,0
"191","Endothelial cells","B cells","TWEAK",1.20653981082952e-09,0
"192","Endothelial cells","B cells","VEGF",1.0319571142878e-07,0
"193","Endothelial cells","B cells","WNT",3.6547815418998e-11,0
"194","Endothelial cells","Endothelial cells","ACTIVIN",3.21583072487867e-10,0
"195","Endothelial cells","Endothelial cells","ANGPT",3.31568482802753e-07,0
"196","Endothelial cells","Endothelial cells","BMP",8.63045897940269e-08,0
"197","Endothelial cells","Endothelial cells","CCL",5.54353643942172e-09,0
"198","Endothelial cells","Endothelial cells","CD40",2.5089387527143e-09,0
"199","Endothelial cells","Endothelial cells","COMPLEMENT",1.29411260651698e-16,0
"200","Endothelial cells","Endothelial cells","CSF",3.7940557411076e-11,0.03
"201","Endothelial cells","Endothelial cells","CX3C",1.38213359894185e-08,0
"202","Endothelial cells","Endothelial cells","EGF",4.89708348615842e-09,0
"203","Endothelial cells","Endothelial cells","FGF",1.09552501996263e-08,0
"204","Endothelial cells","Endothelial cells","FLT3",4.19567632319572e-13,0
"205","Endothelial cells","Endothelial cells","GAS",5.22754444548883e-09,0
"206","Endothelial cells","Endothelial cells","GRN",4.61906497103296e-09,0
"207","Endothelial cells","Endothelial cells","HGF",9.53995783211835e-09,0
"208","Endothelial cells","Endothelial cells","IGF",8.89697271119175e-08,0
"209","Endothelial cells","Endothelial cells","IL1",8.28541661621958e-09,0
"210","Endothelial cells","Endothelial cells","IL4",3.33308830140041e-09,0
"211","Endothelial cells","Endothelial cells","IL6",7.2367102143924e-08,0
"212","Endothelial cells","Endothelial cells","KIT",8.07579436188548e-11,0
"213","Endothelial cells","Endothelial cells","LIFR",3.43104889041136e-07,0
"214","Endothelial cells","Endothelial cells","LIGHT",5.11008752811626e-09,0
"215","Endothelial cells","Endothelial cells","LT",3.59132868771653e-09,0
"216","Endothelial cells","Endothelial cells","MIF",1.48368385594285e-07,0.005
"217","Endothelial cells","Endothelial cells","MSTN",7.81441753523786e-09,0
"218","Endothelial cells","Endothelial cells","NRG",4.23796221656741e-11,0
"219","Endothelial cells","Endothelial cells","NT",3.06092617475002e-11,0
"220","Endothelial cells","Endothelial cells","OSM",3.53575893413993e-07,0
"221","Endothelial cells","Endothelial cells","PARs",1.07613077203728e-09,0
"222","Endothelial cells","Endothelial cells","PDGF",1.58246820704515e-09,0
"223","Endothelial cells","Endothelial cells","PROS",9.11774726883058e-09,0
"224","Endothelial cells","Endothelial cells","PSAP",1.4945810390532e-10,0
"225","Endothelial cells","Endothelial cells","SEMA3",4.096682066221e-08,0
"226","Endothelial cells","Endothelial cells","SPP1",2.09199008777116e-06,0
"227","Endothelial cells","Endothelial cells","TGFb",4.49409531453803e-07,0
"228","Endothelial cells","Endothelial cells","TRAIL",9.04836790063581e-08,0
"229","Endothelial cells","Endothelial cells","TWEAK",8.65055457313308e-10,0
"230","Endothelial cells","Endothelial cells","VEGF",3.38078216263415e-06,0
"231","Endothelial cells","Endothelial cells","VISFATIN",1.96193023124295e-07,0
"232","Endothelial cells","Endothelial cells","WNT",2.8260469642375e-08,0
"233","Endothelial cells","Epithelial cells","ACTIVIN",1.24653475461074e-09,0
"234","Endothelial cells","Epithelial cells","ANGPT",1.75938318757624e-06,0
"235","Endothelial cells","Epithelial cells","BMP",1.61579518980284e-07,0
"236","Endothelial cells","Epithelial cells","CD40",1.78141140433738e-08,0
"237","Endothelial cells","Epithelial cells","COMPLEMENT",2.73164791571993e-15,0
"238","Endothelial cells","Epithelial cells","CSF",6.27729971376345e-10,0.025
"239","Endothelial cells","Epithelial cells","EGF",1.73613734190246e-06,0
"240","Endothelial cells","Epithelial cells","FASLG",3.03742587225962e-09,0
"241","Endothelial cells","Epithelial cells","FGF",4.02853714686117e-08,0
"242","Endothelial cells","Epithelial cells","FLT3",8.67729499811415e-12,0
"243","Endothelial cells","Epithelial cells","GAS",2.85455986065009e-09,0
"244","Endothelial cells","Epithelial cells","GRN",1.26066232796761e-07,0
"245","Endothelial cells","Epithelial cells","HGF",4.80656218731509e-08,0
"246","Endothelial cells","Epithelial cells","IFN-II",1.51151512681568e-07,0
"247","Endothelial cells","Epithelial cells","IGF",1.15456749704059e-06,0
"248","Endothelial cells","Epithelial cells","IL1",2.93077171581511e-09,0
"249","Endothelial cells","Epithelial cells","IL2",5.92170430868308e-09,0
"250","Endothelial cells","Epithelial cells","IL4",1.3240039938828e-07,0
"251","Endothelial cells","Epithelial cells","IL6",3.32904027150795e-07,0
"252","Endothelial cells","Epithelial cells","KIT",7.402986478006e-10,0
"253","Endothelial cells","Epithelial cells","LIFR",3.24845697485268e-07,0
"254","Endothelial cells","Epithelial cells","LIGHT",5.73202208703371e-09,0.04
"255","Endothelial cells","Epithelial cells","MIF",5.17277755920726e-06,0
"256","Endothelial cells","Epithelial cells","MSTN",1.35215364643187e-08,0
"257","Endothelial cells","Epithelial cells","NRG",1.60818260862435e-08,0
"258","Endothelial cells","Epithelial cells","NT",2.21785995803744e-10,0
"259","Endothelial cells","Epithelial cells","OSM",2.33233566251013e-07,0
"260","Endothelial cells","Epithelial cells","PARs",2.98074148240108e-08,0
"261","Endothelial cells","Epithelial cells","PDGF",2.21430711620722e-08,0
"262","Endothelial cells","Epithelial cells","PROS",4.97923959931826e-09,0
"263","Endothelial cells","Epithelial cells","PSAP",4.41680117118107e-09,0
"264","Endothelial cells","Epithelial cells","SEMA3",2.8146741434355e-08,0
"265","Endothelial cells","Epithelial cells","SPP1",2.16370236382757e-05,0
"266","Endothelial cells","Epithelial cells","TGFb",2.05284534790418e-07,0
"267","Endothelial cells","Epithelial cells","TRAIL",4.24769312806294e-06,0
"268","Endothelial cells","Epithelial cells","TWEAK",4.33935099464423e-07,0
"269","Endothelial cells","Epithelial cells","VEGF",1.54340925358902e-06,0
"270","Endothelial cells","Epithelial cells","WNT",8.52855794987809e-10,0
"271","Endothelial cells","Fibroblast cells","ACTIVIN",9.51990003237419e-10,0
"272","Endothelial cells","Fibroblast cells","ANGPT",3.92251381080995e-07,0
"273","Endothelial cells","Fibroblast cells","BMP",8.45552989770949e-08,0
"274","Endothelial cells","Fibroblast cells","CD40",4.62852319027111e-09,0
"275","Endothelial cells","Fibroblast cells","COMPLEMENT",1.14029325389827e-12,0
"276","Endothelial cells","Fibroblast cells","CSF",1.84938404953909e-10,0.015
"277","Endothelial cells","Fibroblast cells","EGF",1.7332170697194e-07,0
"278","Endothelial cells","Fibroblast cells","FGF",1.27861667422881e-07,0
"279","Endothelial cells","Fibroblast cells","FLT3",1.33315973186916e-12,0
"280","Endothelial cells","Fibroblast cells","GAS",1.00937766301515e-07,0
"281","Endothelial cells","Fibroblast cells","GRN",5.60573720282977e-08,0
"282","Endothelial cells","Fibroblast cells","HGF",6.48801868968265e-09,0
"283","Endothelial cells","Fibroblast cells","IFN-II",4.45871678972017e-08,0
"284","Endothelial cells","Fibroblast cells","IGF",3.68376104807284e-08,0
"285","Endothelial cells","Fibroblast cells","IL1",1.74301324494644e-08,0
"286","Endothelial cells","Fibroblast cells","IL4",2.01775044875103e-10,0
"287","Endothelial cells","Fibroblast cells","IL6",1.46909052002724e-07,0
"288","Endothelial cells","Fibroblast cells","KIT",3.61439446270539e-10,0
"289","Endothelial cells","Fibroblast cells","LIFR",1.40967193471562e-07,0
"290","Endothelial cells","Fibroblast cells","LIGHT",7.34458086855109e-10,0.03
"291","Endothelial cells","Fibroblast cells","LT",1.67040198501059e-08,0
"292","Endothelial cells","Fibroblast cells","MIF",6.10444721632993e-09,0
"293","Endothelial cells","Fibroblast cells","MSTN",1.48357362722877e-08,0
"294","Endothelial cells","Fibroblast cells","NRG",4.501047460823e-10,0
"295","Endothelial cells","Fibroblast cells","NT",6.73559413363185e-11,0
"296","Endothelial cells","Fibroblast cells","OSM",4.69914287086456e-07,0
"297","Endothelial cells","Fibroblast cells","PARs",1.25490625160416e-08,0
"298","Endothelial cells","Fibroblast cells","PDGF",2.13686189383343e-07,0
"299","Endothelial cells","Fibroblast cells","PROS",1.75984421506631e-07,0
"300","Endothelial cells","Fibroblast cells","PSAP",6.35632309363438e-10,0
"301","Endothelial cells","Fibroblast cells","SEMA3",3.13409293223466e-09,0
"302","Endothelial cells","Fibroblast cells","SPP1",5.34633720525836e-06,0
"303","Endothelial cells","Fibroblast cells","TGFb",3.38464428149746e-07,0
"304","Endothelial cells","Fibroblast cells","TRAIL",6.38245755213784e-08,0
"305","Endothelial cells","Fibroblast cells","TWEAK",3.44601857905638e-09,0
"306","Endothelial cells","Fibroblast cells","VEGF",5.6981114359586e-07,0
"307","Endothelial cells","Fibroblast cells","VISFATIN",1.02828161568718e-08,0.03
"308","Endothelial cells","Fibroblast cells","WNT",6.36019004562076e-10,0
"309","Endothelial cells","Macrophage cells","ACTIVIN",2.00695134954396e-09,0
"310","Endothelial cells","Macrophage cells","ANGPT",1.38464611056202e-06,0
"311","Endothelial cells","Macrophage cells","ANNEXIN",1.7124222186887e-06,0
"312","Endothelial cells","Macrophage cells","BAFF",1.1825665738764e-08,0
"313","Endothelial cells","Macrophage cells","BMP",9.54225790355721e-08,0
"314","Endothelial cells","Macrophage cells","BTLA",1.9783737020002e-07,0
"315","Endothelial cells","Macrophage cells","CD40",4.66111766672757e-08,0
"316","Endothelial cells","Macrophage cells","COMPLEMENT",2.33642121276324e-10,0
"317","Endothelial cells","Macrophage cells","CSF",5.63211847914792e-08,0
"318","Endothelial cells","Macrophage cells","CSF3",1.21216759470569e-09,0
"319","Endothelial cells","Macrophage cells","EGF",3.70080206086915e-08,0
"320","Endothelial cells","Macrophage cells","FGF",1.90331828553342e-09,0
"321","Endothelial cells","Macrophage cells","FLT3",5.98529749055994e-12,0
"322","Endothelial cells","Macrophage cells","GALECTIN",7.02132823853624e-06,0
"323","Endothelial cells","Macrophage cells","GAS",3.75176622302423e-07,0
"324","Endothelial cells","Macrophage cells","GRN",3.69954371529432e-07,0
"325","Endothelial cells","Macrophage cells","HGF",3.6676040040098e-09,0
"326","Endothelial cells","Macrophage cells","IFN-II",4.28739948100649e-07,0
"327","Endothelial cells","Macrophage cells","IGF",1.64623065887074e-07,0
"328","Endothelial cells","Macrophage cells","IL1",1.00872554495867e-07,0
"329","Endothelial cells","Macrophage cells","IL4",1.7154720870442e-07,0.006
"330","Endothelial cells","Macrophage cells","IL6",7.28683102807586e-07,0
"331","Endothelial cells","Macrophage cells","KIT",2.99207392805186e-10,0
"332","Endothelial cells","Macrophage cells","LIFR",3.06311915036116e-07,0
"333","Endothelial cells","Macrophage cells","LIGHT",6.23578839278078e-09,0
"334","Endothelial cells","Macrophage cells","LT",9.35116320520827e-08,0
"335","Endothelial cells","Macrophage cells","MIF",1.62527774921887e-05,0
"336","Endothelial cells","Macrophage cells","MSTN",6.09012279072116e-08,0
"337","Endothelial cells","Macrophage cells","NRG",3.47091260338945e-10,0
"338","Endothelial cells","Macrophage cells","NT",6.48113391378786e-11,0
"339","Endothelial cells","Macrophage cells","OSM",2.18473979965232e-07,0
"340","Endothelial cells","Macrophage cells","PARs",2.5282574627851e-11,0
"341","Endothelial cells","Macrophage cells","PDGF",8.30579024986062e-09,0
"342","Endothelial cells","Macrophage cells","PROS",6.54220452725502e-07,0
"343","Endothelial cells","Macrophage cells","PSAP",2.224511318239e-09,0
"344","Endothelial cells","Macrophage cells","SEMA3",1.64771116353644e-08,0
"345","Endothelial cells","Macrophage cells","SPP1",2.55180587407007e-05,0
"346","Endothelial cells","Macrophage cells","TGFb",4.57914649786743e-06,0
"347","Endothelial cells","Macrophage cells","TRAIL",3.22348683827125e-07,0.01
"348","Endothelial cells","Macrophage cells","TWEAK",2.17349137152897e-08,0
"349","Endothelial cells","Macrophage cells","VEGF",3.18441524072558e-06,0
"350","Endothelial cells","Macrophage cells","WNT",3.57821686086299e-10,0
"351","Endothelial cells","Mast cells","ACTIVIN",1.17195439141309e-10,0
"352","Endothelial cells","Mast cells","ANGPT",2.75429657647324e-08,0
"353","Endothelial cells","Mast cells","BMP",4.79313996459876e-09,0
"354","Endothelial cells","Mast cells","CD40",2.66419454902792e-10,0
"355","Endothelial cells","Mast cells","COMPLEMENT",2.93197005170259e-13,0
"356","Endothelial cells","Mast cells","CSF",1.61958190450804e-10,0.01
"357","Endothelial cells","Mast cells","EGF",3.23785634042104e-09,0
"358","Endothelial cells","Mast cells","FGF",6.11383929206454e-10,0
"359","Endothelial cells","Mast cells","FLT3",4.44904439279677e-13,0
"360","Endothelial cells","Mast cells","GALECTIN",4.59502318456762e-07,0
"361","Endothelial cells","Mast cells","GAS",1.38256770857136e-10,0
"362","Endothelial cells","Mast cells","HGF",2.96968063340844e-10,0
"363","Endothelial cells","Mast cells","IGF",4.17728927549003e-09,0.00333333333333333
"364","Endothelial cells","Mast cells","IL1",2.05353781862986e-09,0
"365","Endothelial cells","Mast cells","IL4",7.95206803749403e-09,0.00666666666666667
"366","Endothelial cells","Mast cells","IL6",1.11637381860667e-08,0
"367","Endothelial cells","Mast cells","KIT",8.96784440319008e-09,0
"368","Endothelial cells","Mast cells","LIFR",3.12716835130725e-08,0
"369","Endothelial cells","Mast cells","MIF",3.71897189790972e-07,0
"370","Endothelial cells","Mast cells","MSTN",1.92635157266677e-09,0
"371","Endothelial cells","Mast cells","NRG",3.3042113519187e-11,0
"372","Endothelial cells","Mast cells","NT",6.70321519415683e-11,0
"373","Endothelial cells","Mast cells","OSM",1.985198336703e-08,0
"374","Endothelial cells","Mast cells","PARs",2.05131316919396e-12,0.005
"375","Endothelial cells","Mast cells","PDGF",1.06807577846243e-09,0
"376","Endothelial cells","Mast cells","PROS",2.41162812633453e-10,0
"377","Endothelial cells","Mast cells","SEMA3",2.64682387510869e-10,0
"378","Endothelial cells","Mast cells","SPP1",1.26888441432967e-06,0.00666666666666667
"379","Endothelial cells","Mast cells","TGFb",1.34449671345797e-07,0
"380","Endothelial cells","Mast cells","TRAIL",1.29445792352277e-07,0
"381","Endothelial cells","Mast cells","TWEAK",2.27471302835584e-08,0
"382","Endothelial cells","Mast cells","VEGF",2.29256651295635e-07,0
"383","Endothelial cells","Mast cells","WNT",2.74741501888544e-11,0
"384","Endothelial cells","NK/T cells","ACTIVIN",1.83006183282324e-09,0
"385","Endothelial cells","NK/T cells","ANGPT",4.04694229094473e-06,0
"386","Endothelial cells","NK/T cells","BMP",8.29639760675573e-08,0
"387","Endothelial cells","NK/T cells","BTLA",6.76008328401155e-07,0.01
"388","Endothelial cells","NK/T cells","CD40",4.0968906466741e-08,0
"389","Endothelial cells","NK/T cells","COMPLEMENT",3.92574891737837e-11,0
"390","Endothelial cells","NK/T cells","CXCL",2.55649488050793e-05,0
"391","Endothelial cells","NK/T cells","EGF",4.26597689054742e-08,0
"392","Endothelial cells","NK/T cells","FASLG",5.82442441903572e-09,0.01
"393","Endothelial cells","NK/T cells","FGF",1.46486944156734e-09,0
"394","Endothelial cells","NK/T cells","FLT3",1.67533364908851e-11,0
"395","Endothelial cells","NK/T cells","GALECTIN",4.72900538585216e-05,0
"396","Endothelial cells","NK/T cells","GAS",4.99784951459324e-09,0
"397","Endothelial cells","NK/T cells","HGF",4.45562695000746e-09,0
"398","Endothelial cells","NK/T cells","IGF",5.28536897941187e-07,0
"399","Endothelial cells","NK/T cells","IL4",3.95279495670315e-10,0
"400","Endothelial cells","NK/T cells","KIT",2.97068272755895e-10,0
"401","Endothelial cells","NK/T cells","LIFR",1.80127093373308e-07,0
"402","Endothelial cells","NK/T cells","MIF",3.09334716008996e-05,0
