"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"NT5DC2","OK","negbinomial.size",0.000526077562186444,0.00436848183902762,"NT5DC2",370
"NOP56","OK","negbinomial.size",0.000526549545718119,0.00436975600009749,"NOP56",532
"MOXD1","OK","negbinomial.size",0.000530165509640842,0.00439710426919775,"MOXD1",696
"TICAM2","OK","negbinomial.size",0.00053147824851691,0.00440532846716313,"TICAM2",44
"PLCD3","OK","negbinomial.size",0.000536787308526907,0.00444664752317156,"PLCD3",131
"CACNA2D1","OK","negbinomial.size",0.000538422539577015,0.00445750174889408,"CACNA2D1",316
"FASN","OK","negbinomial.size",0.00053986489558568,0.00446674706733677,"FASN",158
"REV1","OK","negbinomial.size",0.00054189857086267,0.00448087076256426,"REV1",337
"PHC2","OK","negbinomial.size",0.000543021297600821,0.00448474783894525,"PHC2",618
"TIFA","OK","negbinomial.size",0.000542974943462642,0.00448474783894525,"TIFA",145
"LBH","OK","negbinomial.size",0.000543423229157344,0.00448536694198583,"LBH",530
"PIBF1","OK","negbinomial.size",0.000546750701205918,0.00451011793093373,"PIBF1",349
"CDKN2A","OK","negbinomial.size",0.000549355509221725,0.00452888153575939,"CDKN2A",106
"COL17A1","OK","negbinomial.size",0.000551309247264392,0.00454225841079456,"COL17A1",39
"TARS1","OK","negbinomial.size",0.000551729741138997,0.0045429943511073,"TARS1",422
"SORBS3","OK","negbinomial.size",0.000552480194019224,0.00454644469199503,"SORBS3",583
"P4HA1","OK","negbinomial.size",0.000557165188853219,0.00458224943686359,"P4HA1",597
"LTV1","OK","negbinomial.size",0.000561930757742394,0.00461867353787307,"LTV1",255
"TCIM","OK","negbinomial.size",0.000563183269804342,0.00462619646417723,"TCIM",773
"SEPTIN6","OK","negbinomial.size",0.000565133416965277,0.00463943759062219,"SEPTIN6",278
"NGDN","OK","negbinomial.size",0.000566315059786947,0.00464635764961564,"NGDN",219
"ABCE1","OK","negbinomial.size",0.00056797619978743,0.00465720114087505,"ABCE1",430
"ARHGEF17","OK","negbinomial.size",0.000569091982136785,0.00466356261108269,"ARHGEF17",397
"RAB3IL1","OK","negbinomial.size",0.000569766147449043,0.00466629970788416,"RAB3IL1",292
"MICOS13","OK","negbinomial.size",0.000571726165724481,0.00467955819893104,"MICOS13",801
"SVIP","OK","negbinomial.size",0.000575114802012951,0.00470168346484724,"SVIP",183
"JPT2","OK","negbinomial.size",0.000574809263754601,0.00470168346484724,"JPT2",180
"TCOF1","OK","negbinomial.size",0.000576845136510395,0.0047130205971707,"TCOF1",210
"PREX1","OK","negbinomial.size",0.000581691374229358,0.0047497870664752,"PREX1",103
"ARHGAP45","OK","negbinomial.size",0.000584323183597368,0.00476843868684634,"ARHGAP45",51
"CDKN1A","OK","negbinomial.size",0.000599253359261653,0.00488737073861555,"CDKN1A",229
"TMEM167A","OK","negbinomial.size",0.000600199213127504,0.00489217635512959,"TMEM167A",728
"IGLV3-21","OK","negbinomial.size",0.000604585932534052,0.00492500583283974,"IGLV3-21",11
"ETS1","OK","negbinomial.size",0.000605585566760136,0.00493022124914869,"ETS1",528
"AGO1","OK","negbinomial.size",0.000606033189548044,0.0049309390831673,"AGO1",211
"DHCR7","OK","negbinomial.size",0.000606824413469687,0.00493445009127278,"DHCR7",82
"EPB41L2","OK","negbinomial.size",0.000607476584403599,0.00493682688675863,"EPB41L2",740
"MAGEH1","OK","negbinomial.size",0.000608418723678754,0.00494155598071353,"MAGEH1",508
"CAPN2","OK","negbinomial.size",0.000615529991328832,0.00499635527872717,"CAPN2",541
"EDNRA","OK","negbinomial.size",0.000617876839980346,0.00500947664943876,"EDNRA",714
"IFT22","OK","negbinomial.size",0.000617859624645777,0.00500947664943876,"IFT22",441
"F2RL1","OK","negbinomial.size",0.000618280717214586,0.00500979024143514,"F2RL1",24
"MRPL20","OK","negbinomial.size",0.000621143532265406,0.00503001592421301,"MRPL20",786
"ACAP2","OK","negbinomial.size",0.000622051230663767,0.00503439456179679,"ACAP2",729
"PRPF39","OK","negbinomial.size",0.000623302872830465,0.00504117045646062,"PRPF39",173
"GPRC5C","OK","negbinomial.size",0.000623702267071383,0.00504117045646062,"GPRC5C",91
"CFAP298","OK","negbinomial.size",0.000623990919599806,0.00504117045646062,"CFAP298",299
"MAP4","OK","negbinomial.size",0.000624761418785998,0.00504442445138689,"MAP4",874
"CHD2","OK","negbinomial.size",0.000625156022721635,0.0050446413645267,"CHD2",484
"CACYBP","OK","negbinomial.size",0.000628287517987876,0.00506626822072156,"CACYBP",557
"PMM2","OK","negbinomial.size",0.000628944072014056,0.00506626822072156,"PMM2",339
"JAG1","OK","negbinomial.size",0.000628716197233969,0.00506626822072156,"JAG1",398
"RNF121","OK","negbinomial.size",0.00063064069575315,0.00507695367625687,"RNF121",184
"RNF145","OK","negbinomial.size",0.000635693099737474,0.0051146263590608,"RNF145",514
"SLC25A30","OK","negbinomial.size",0.000637233851073113,0.00512401756683527,"SLC25A30",50
"ROBO3","OK","negbinomial.size",0.000640194063092264,0.00514480501318083,"ROBO3",31
"DHRS4","OK","negbinomial.size",0.000640643643752019,0.00514540369144625,"DHRS4",270
"CD59","OK","negbinomial.size",0.000642230245608378,0.00515211374810277,"CD59",888
"BCAT1","OK","negbinomial.size",0.000641898562081714,0.00515211374810277,"BCAT1",72
"TMEM208","OK","negbinomial.size",0.000644281391794406,0.00516554771048256,"TMEM208",707
"OGT","OK","negbinomial.size",0.000645613375633326,0.00517320343863199,"OGT",355
"RPF2","OK","negbinomial.size",0.000646616921252474,0.00517822003837796,"RPF2",332
"PALMD","OK","negbinomial.size",0.000652140367661084,0.00521332258949577,"PALMD",121
"ASAP2","OK","negbinomial.size",0.00065201630606332,0.00521332258949577,"ASAP2",260
"C12orf76","OK","negbinomial.size",0.000652135561140623,0.00521332258949577,"C12orf76",318
"CFHR1","OK","negbinomial.size",0.000653715641852726,0.00521983188296606,"CFHR1",14
"PABPC4L","OK","negbinomial.size",0.000653680386721723,0.00521983188296606,"PABPC4L",51
"SEC24D","OK","negbinomial.size",0.000659987225082051,0.00526684395210912,"SEC24D",474
"LIMCH1","OK","negbinomial.size",0.00066163505563534,0.00527692424023581,"LIMCH1",99
"MAVS","OK","negbinomial.size",0.000664273226771694,0.0052948867663301,"MAVS",286
"EGFL6","OK","negbinomial.size",0.000665593603028135,0.00530233045664341,"EGFL6",164
"NTRK2","OK","negbinomial.size",0.000666477773184334,0.00530629256676883,"NTRK2",63
"PLAUR","OK","negbinomial.size",0.00066930257659646,0.00532569184788297,"PLAUR",377
"H2AC15","OK","negbinomial.size",0.000670967125060655,0.00533275030219123,"H2AC15",27
"SIPA1L1","OK","negbinomial.size",0.000670698797460645,0.00533275030219123,"SIPA1L1",172
"STAB1","OK","negbinomial.size",0.000671919929721363,0.00533414212726716,"STAB1",20
"LCN12","OK","negbinomial.size",0.000671919929721313,0.00533414212726716,"LCN12",15
"RALGDS","OK","negbinomial.size",0.000672954134779957,0.00533926247594647,"RALGDS",178
"UBE2K","OK","negbinomial.size",0.000676751825847349,0.00536628991154563,"UBE2K",525
"GALNT10","OK","negbinomial.size",0.000677513605169602,0.00536805003147865,"GALNT10",104
"BEX2","OK","negbinomial.size",0.000677817608518245,0.00536805003147865,"BEX2",48
"GAS1","OK","negbinomial.size",0.000678147740527228,0.00536805003147865,"GAS1",275
"SAMD5","OK","negbinomial.size",0.000682625484397684,0.00540037854381052,"SAMD5",93
"DNAJA2","OK","negbinomial.size",0.000684187705181247,0.00540961783266648,"DNAJA2",628
"CDC42SE1","OK","negbinomial.size",0.000688431892161338,0.00544003957181407,"CDC42SE1",363
"TMC1","OK","negbinomial.size",0.000690664406472528,0.00545453904892927,"TMC1",32
"PHF20L1","OK","negbinomial.size",0.000692534105994644,0.00546615815076785,"PHF20L1",633
"LIMS1","OK","negbinomial.size",0.000693005541148799,0.00546673376278276,"LIMS1",834
"GJA4","OK","negbinomial.size",0.000695341120925114,0.00548200545796018,"GJA4",119
"RASGRP2","OK","negbinomial.size",0.000697156471720095,0.00549316052788987,"RASGRP2",355
"NUDT2","OK","negbinomial.size",0.000698004771535294,0.00549668740293982,"NUDT2",415
"C11orf96","OK","negbinomial.size",0.000700252861349652,0.00551017099470211,"C11orf96",824
"SEC24C","OK","negbinomial.size",0.000700520353897105,0.00551017099470211,"SEC24C",149
"CKB","OK","negbinomial.size",0.000703155079395788,0.00552772571871142,"CKB",418
"GPC4","OK","negbinomial.size",0.000704419622224977,0.00553449506167368,"GPC4",43
"PRRG3","OK","negbinomial.size",0.000711422450553178,0.00558631549896308,"PRRG3",64
"TCEAL9","OK","negbinomial.size",0.000717809513978377,0.00563324422926509,"TCEAL9",846
"JAK1","OK","negbinomial.size",0.00072329723121939,0.00567306541902093,"JAK1",995
"ATP6V0A1","OK","negbinomial.size",0.000724956640556054,0.00568283154008454,"ATP6V0A1",249
"DDX10","OK","negbinomial.size",0.000728635499668183,0.00570840764388814,"DDX10",203
"PLXNC1","OK","negbinomial.size",0.000730572411518191,0.00572031526324575,"PLXNC1",198
"PCDHGA6","OK","negbinomial.size",0.000732794297267056,0.0057344393439301,"PCDHGA6",42
"ZRANB2","OK","negbinomial.size",0.000733467347178668,0.00573643390455927,"ZRANB2",773
"PABPC4","OK","negbinomial.size",0.000734683686130085,0.00574267282412108,"PABPC4",645
"ADAM10","OK","negbinomial.size",0.000742203255611824,0.00579814593421584,"ADAM10",558
"ELF1","OK","negbinomial.size",0.000747173261155159,0.00583364985573505,"ELF1",545
"FXYD5","OK","negbinomial.size",0.00075091328474619,0.00585951560873051,"FXYD5",563
"LDLR","OK","negbinomial.size",0.000754601690663916,0.00588494939882183,"LDLR",315
"SESN3","OK","negbinomial.size",0.000758942395213526,0.00591543850996543,"SESN3",600
"PEG3","OK","negbinomial.size",0.000762020557325322,0.00593605792469549,"PEG3",143
"SELENOI","OK","negbinomial.size",0.000767873528062365,0.00597825712710529,"SELENOI",103
"STEAP1","OK","negbinomial.size",0.000778153251943831,0.00605485326725211,"STEAP1",369
"DUSP10","OK","negbinomial.size",0.000780723872077386,0.00607141160836598,"DUSP10",61
"CREB3L2","OK","negbinomial.size",0.000781961834407532,0.00607757117546497,"CREB3L2",535
"LGI4","OK","negbinomial.size",0.000782402004364421,0.00607757117546497,"LGI4",138
"PSMA6","OK","negbinomial.size",0.000783054902471665,0.00607920042564024,"PSMA6",126
"NAT10","OK","negbinomial.size",0.000784194105309933,0.00608460109538555,"NAT10",154
"PCDH11X","OK","negbinomial.size",0.0007849505670618,0.00608649845661028,"PCDH11X",15
"NOC3L","OK","negbinomial.size",0.000785326014593979,0.00608649845661028,"NOC3L",336
"MAL","OK","negbinomial.size",0.000785996042556757,0.00608672911396731,"MAL",22
"GJB6","OK","negbinomial.size",0.00078624318340502,0.00608672911396731,"GJB6",27
"PPIC","OK","negbinomial.size",0.000799325329459501,0.00618451487282878,"PPIC",836
"NLRC5","OK","negbinomial.size",0.000801138974743035,0.00619505324437709,"NLRC5",114
"CRISPLD2","OK","negbinomial.size",0.000808811556698203,0.00625086024494983,"CRISPLD2",755
"EIF4A3","OK","negbinomial.size",0.000809373736651665,0.00625168295010559,"EIF4A3",539
"ZFHX3","OK","negbinomial.size",0.00081195516960244,0.00626809286246836,"ZFHX3",353
"SF3B1","OK","negbinomial.size",0.000812693438212212,0.00626863712985267,"SF3B1",869
"XIAP","OK","negbinomial.size",0.000812939601545991,0.00626863712985267,"XIAP",482
"HLF","OK","negbinomial.size",0.00081360809394907,0.00626986574316364,"HLF",56
"PPP1R13L","OK","negbinomial.size",0.000814013040426771,0.00626986574316364,"PPP1R13L",108
"THAP10","OK","negbinomial.size",0.000816455517574361,0.00628514971385246,"THAP10",30
"IVL","OK","negbinomial.size",0.000821435556708621,0.00631592537471423,"IVL",19
"PDGFD","OK","negbinomial.size",0.000821091816442819,0.00631592537471423,"PDGFD",369
"HPSE2","OK","negbinomial.size",0.000821834581853397,0.00631592537471423,"HPSE2",366
"NR2F1","OK","negbinomial.size",0.000826199603856295,0.00634236495002835,"NR2F1",847
"TANC2","OK","negbinomial.size",0.000826193778837089,0.00634236495002835,"TANC2",189
"JADE1","OK","negbinomial.size",0.000829629232355326,0.00636513076591183,"JADE1",263
"PSD4","OK","negbinomial.size",0.00083943457765864,0.00643675994204652,"PSD4",42
"ZNF816","OK","negbinomial.size",0.000841469867655694,0.00644876181257028,"ZNF816",42
"PLPP1","OK","negbinomial.size",0.000845280344503856,0.00647434716130871,"PLPP1",674
"TRMT11","OK","negbinomial.size",0.000847414613585831,0.00648707236002815,"TRMT11",310
"BEX4","OK","negbinomial.size",0.000848037760424843,0.00648822197295482,"BEX4",565
"NDUFA3","OK","negbinomial.size",0.000848957034836438,0.00649163467329223,"NDUFA3",682
"SELENOH","OK","negbinomial.size",0.00085072498812324,0.00650152946355131,"SELENOH",613
"IL1R2","OK","negbinomial.size",0.000851381071932211,0.00650292068194102,"IL1R2",58
"CCNG1","OK","negbinomial.size",0.000856701342670313,0.00653991598149769,"CCNG1",401
"KLF10","OK","negbinomial.size",0.000859184786195641,0.00655522630535695,"KLF10",454
"PCBP1","OK","negbinomial.size",0.000860505087881061,0.0065616502476667,"PCBP1",885
"PRR13","OK","negbinomial.size",0.000865087345269072,0.00659292677911174,"PRR13",595
"HES1","OK","negbinomial.size",0.000865904580076092,0.00659549085479391,"HES1",522
"COLGALT1","OK","negbinomial.size",0.000871142671234411,0.00663170652829836,"COLGALT1",327
"EXD3","OK","negbinomial.size",0.000874639975219275,0.00665463737108043,"EXD3",105
"PSMD12","OK","negbinomial.size",0.000876150190463647,0.00666243254588709,"PSMD12",582
"TP53AIP1","OK","negbinomial.size",0.000879135636604782,0.00668143083819634,"TP53AIP1",39
"YTHDC2","OK","negbinomial.size",0.000890195182869236,0.00676173727497241,"YTHDC2",312
"ZNF385A","OK","negbinomial.size",0.000890772185012886,0.00676237566906849,"ZNF385A",187
"BORCS7","OK","negbinomial.size",0.00089371918067996,0.00678099542066797,"BORCS7",728
"DMTF1","OK","negbinomial.size",0.000895718581769574,0.00679240879199283,"DMTF1",305
"IGLV3-25","OK","negbinomial.size",0.000901261429865965,0.00683066535629906,"IGLV3-25",11
"SLC2A3","OK","negbinomial.size",0.000904240645925359,0.00684655374206244,"SLC2A3",450
"KLHDC7B","OK","negbinomial.size",0.00090435598342449,0.00684655374206244,"KLHDC7B",21
"CYB5R2","OK","negbinomial.size",0.000905799563288847,0.0068507994657228,"CYB5R2",89
"ARMC4","OK","negbinomial.size",0.00090591560218845,0.0068507994657228,"ARMC4",20
"H3-2","OK","negbinomial.size",0.000908765035161468,0.00686464655102689,"H3-2",25
"DDIT4L","OK","negbinomial.size",0.000909461899511094,0.00686464655102689,"DDIT4L",55
"DEF6","OK","negbinomial.size",0.000909748318250976,0.00686464655102689,"DEF6",51
"MT-CO2","OK","negbinomial.size",0.000909067355497092,0.00686464655102689,"MT-CO2",1179
"LDHB","OK","negbinomial.size",0.000911961844583332,0.00687502986239488,"LDHB",915
"HOMER3","OK","negbinomial.size",0.00091212672033523,0.00687502986239488,"HOMER3",446
"FAT1","OK","negbinomial.size",0.000914546418861058,0.00688948257766941,"FAT1",554
"BLOC1S1","OK","negbinomial.size",0.000917940072979776,0.0069112524265294,"BLOC1S1",866
"GLT8D1","OK","negbinomial.size",0.000921386759639386,0.00692959625478788,"GLT8D1",518
"DYNLT3","OK","negbinomial.size",0.000921267609964074,0.00692959625478788,"DYNLT3",563
"APOBEC3C","OK","negbinomial.size",0.000928001137625532,0.00697551759229975,"APOBEC3C",269
"MTF2","OK","negbinomial.size",0.000929568704681218,0.00698347398182746,"MTF2",281
"CBL","OK","negbinomial.size",0.00093093114606875,0.00698988147880192,"CBL",238
"PTPN6","OK","negbinomial.size",0.000932786116952301,0.0069999780920961,"PTPN6",50
"ACVR1","OK","negbinomial.size",0.00093428193981735,0.00700736995648683,"ACVR1",382
"SCPEP1","OK","negbinomial.size",0.000935736972574951,0.00701444797255912,"SCPEP1",699
"GPX3","OK","negbinomial.size",0.000937952654405951,0.00702721710166075,"GPX3",98
"SRSF10","OK","negbinomial.size",0.000939735193970043,0.00703672892515341,"SRSF10",782
"PTPN22","OK","negbinomial.size",0.000944668677385606,0.00706981173833919,"PTPN22",41
"MTERF4","OK","negbinomial.size",0.000945823022429687,0.00707459117867527,"MTERF4",301
"UCHL1","OK","negbinomial.size",0.000950801533669716,0.00710746875510368,"UCHL1",119
"BTG3","OK","negbinomial.size",0.000951254748095229,0.00710746875510368,"BTG3",424
"CD7","OK","negbinomial.size",0.000951837886918279,0.00710795434553345,"CD7",67
"TTLL3","OK","negbinomial.size",0.000953909099973734,0.00711785176545449,"TTLL3",202
"MAT2B","OK","negbinomial.size",0.000954201005734859,0.00711785176545449,"MAT2B",300
"PAK3","OK","negbinomial.size",0.000955921622210708,0.00712681131167744,"PAK3",20
"DUSP2","OK","negbinomial.size",0.000957684504938256,0.00713607606667192,"DUSP2",144
"MYLK","OK","negbinomial.size",0.000959301884323971,0.00714040785022735,"MYLK",788
"WDR74","OK","negbinomial.size",0.000959306871844948,0.00714040785022735,"WDR74",276
"CDYL2","OK","negbinomial.size",0.000961034383059753,0.00714938702104864,"CDYL2",175
"SERTAD3","OK","negbinomial.size",0.000964619502328915,0.00717216820213987,"SERTAD3",281
"SELENBP1","OK","negbinomial.size",0.000973192634203934,0.007231991633808,"SELENBP1",235
"MPRIP","OK","negbinomial.size",0.000974786784818016,0.00723991614192395,"MPRIP",567
"CD46","OK","negbinomial.size",0.000975388260654304,0.00724046328985701,"CD46",773
"AURKAIP1","OK","negbinomial.size",0.000976029824102629,0.00724130726178467,"AURKAIP1",872
"VDR","OK","negbinomial.size",0.000977763718644654,0.00725025010398236,"VDR",138
"CCN1","OK","negbinomial.size",0.000982521626777195,0.00728159463864374,"CCN1",834
"KIF13A","OK","negbinomial.size",0.000984861659918779,0.00729499581574828,"KIF13A",264
"EPN2","OK","negbinomial.size",0.000985816816249442,0.00729813010540197,"EPN2",605
"MEOX1","OK","negbinomial.size",0.000986964965764523,0.0073026889969567,"MEOX1",19
"UNC50","OK","negbinomial.size",0.000988022298187447,0.00730657136740453,"UNC50",481
"COX5B","OK","negbinomial.size",0.000990348294143339,0.00731982645423401,"COX5B",1007
"KCNJ2","OK","negbinomial.size",0.000993913217795617,0.00734221945165335,"KCNJ2",16
"SSRP1","OK","negbinomial.size",0.000996246186416299,0.00735549256472486,"SSRP1",412
"ANKH","OK","negbinomial.size",0.00100061351726282,0.00738376343723046,"ANKH",311
"ITM2B","OK","negbinomial.size",0.00100368617812067,0.00740245537175232,"ITM2B",1167
"MDC1","OK","negbinomial.size",0.00100860942341884,0.00743476844194498,"MDC1",106
"FAM133B","OK","negbinomial.size",0.00100920031071462,0.00743512881975465,"FAM133B",689
"IL13RA1","OK","negbinomial.size",0.00101790731133803,0.00749525093769999,"IL13RA1",462
"GLTP","OK","negbinomial.size",0.00102329950250353,0.0075309133987894,"GLTP",392
"MCUB","OK","negbinomial.size",0.00102664884293202,0.00755151143557182,"MCUB",194
"TBX2","OK","negbinomial.size",0.00102816569090897,0.00755861572770056,"TBX2",364
"EIF4E3","OK","negbinomial.size",0.00103113610038817,0.00757639262192013,"EIF4E3",167
"PSMC3","OK","negbinomial.size",0.00103582102271162,0.00760674132203322,"PSMC3",641
"B3GALT4","OK","negbinomial.size",0.00104180180238119,0.0076465688202596,"B3GALT4",182
"TRIO","OK","negbinomial.size",0.00104443286214273,0.00766178075019997,"TRIO",314
"KPNA4","OK","negbinomial.size",0.00104836396176241,0.00768650819212009,"KPNA4",569
