"","SamplingTime","TrainRiskP","TrainRiskAUC","TestRiskP","TestRiskAUC","TCGARiskP","TCGARiskAUC","GEO1RiskP","GEO1RiskAUC","GEO2RiskP","GEO2RiskAUC","GeneNums"
"176",196,3.41723634150712e-07,0.924746643337142,0.646519596531639,0.550725239420731,8.78841156154577e-06,0.729873724829591,NA,NA,NA,NA,10
"177",197,2.34322899851851e-11,0.959446389258865,0.867589419849711,0.503761918052888,5.3134811017878e-05,0.734012076781538,NA,NA,NA,NA,10
"178",198,1.4773378501095e-06,0.922181827705218,0.207665684743773,0.661754052046558,8.82282427968335e-06,0.798964992949994,NA,NA,NA,NA,12
"179",199,1.04879320755551e-05,0.915600023286403,0.068037703826593,0.656583783107386,2.47373116204621e-05,0.775086908637573,NA,NA,NA,NA,6
"180",200,1.65262721615414e-06,0.907117601845629,0.316117341323359,0.672602831181926,0.000178828682271567,0.797501282360944,NA,NA,NA,NA,9
"181",201,9.39883053949383e-09,0.974778017452987,0.692117720648374,0.566790990903372,3.74796290090522e-06,0.820107580263488,NA,NA,NA,NA,14
"182",202,2.22136685255856e-08,0.924056288807586,0.0384068580885013,0.664873311616549,5.41875319758773e-07,0.782059102691108,NA,NA,NA,NA,10
"183",203,2.7674006398166e-11,0.993440522912955,0.4659861362996,0.645561986706988,3.93908502510172e-06,0.791286170740266,NA,NA,NA,NA,14
"184",204,1.03076851684252e-06,0.868499405973729,0.0172133434746326,0.678517783016833,1.61595456010469e-08,0.782850991516571,NA,NA,NA,NA,10
"185",205,1.42610907098456e-05,0.898306149201685,0.208083999706797,0.664613021346492,0.000138969875669491,0.750989859531418,NA,NA,NA,NA,7
"186",206,2.87673518503172e-05,0.813036964259444,0.645963112279504,0.689048838304439,0.000114136239764206,0.753113967248998,NA,NA,NA,NA,3
