filtered_signaling_name
PEPTIDE_METABOLIC_PROCESS
POSITIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS
POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS
POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS
POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS
REGULATION_OF_GLUCOSE_METABOLIC_PROCESS
REGULATION_OF_LIPID_METABOLIC_PROCESS
REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
