,p_val,avg_logFC,pct.1,pct.2,p_val_adj
JUNB,9.85596307762206e-32,0.5878807371567,0.958,0.917,1.43768933413273e-27
PPP1R15A,2.1879916438728e-30,0.494873606049952,0.894,0.812,3.19162341091726e-26
ID3,2.64764438274863e-27,0.662178758371389,0.88,0.764,3.86211886111543e-23
FOS,1.20050989633525e-23,0.522547126586749,0.975,0.952,1.75118378578423e-19
JUN,1.40027059434567e-23,0.530143178511564,0.968,0.937,2.04257471597203e-19
IER2,2.51354388562707e-22,0.636233122701683,0.927,0.884,3.6665064659642e-18
FOSB,6.00660069192376e-21,0.577612134804442,0.902,0.847,8.76182842930919e-17
EGR1,7.31366329608068e-17,0.532169993136867,0.875,0.807,1.06684406499929e-12
CCNL1,2.11025464130412e-16,0.398701632763881,0.86,0.789,3.07822844527031e-12
ZFP36,5.17738334914449e-16,0.549293625380214,0.837,0.736,7.55224909139707e-12
DUSP1,8.10241149159099e-16,0.458669321146597,0.869,0.797,1.18189876427838e-11
NR4A1,8.77066278376171e-16,0.499630120026961,0.597,0.426,1.27937658026732e-11
JUND,2.21632132829082e-15,0.322148108944043,0.99,0.98,3.23294792157783e-11
HSP90AA1,2.06079854074746e-14,0.324651793982757,1,0.998,3.00608683138832e-10
DNAJB1,4.09881899385024e-14,0.42764804600328,0.85,0.734,5.97894726632934e-10
SERTAD1,6.01339267968823e-14,0.300527457060183,0.722,0.556,8.77173590186122e-10
MCL1,6.31870489227828e-14,0.370444423922211,0.885,0.809,9.21709482636632e-10
ZFP36L1,9.38089203624569e-14,0.338913860159308,0.977,0.95,1.36839072132716e-09
BTG2,6.14192630946794e-13,0.612837044830539,0.699,0.609,8.95922790762089e-09
HSPA1A,6.36853739255597e-13,0.429339874585805,0.952,0.919,9.28978549452139e-09
ID1,6.76090071027341e-13,0.583478882207503,0.571,0.457,9.86212586607582e-09
PMEPA1,3.58934469324971e-12,0.24199306029172,0.94,0.911,5.23577710404335e-08
DDX5,4.59419234167694e-12,0.204298076722277,0.993,0.992,6.70154836880415e-08
HSPA1B,8.92664733717577e-12,0.389453410286324,0.835,0.739,1.30213004707383e-07
IER5,1.38176962464819e-11,0.24841262550012,0.421,0.252,2.01558735147432e-07
DDX3X,1.63840424113923e-11,0.248741483751127,0.894,0.837,2.38994026654979e-07
MAFF,2.76803386949733e-11,0.284264407295819,0.439,0.271,4.03773100543576e-07
NR4A2,4.33207219128986e-11,0.272413849348364,0.3,0.142,6.31919370543452e-07
ID2,4.54531514397247e-11,0.365757284731737,0.529,0.38,6.63025120051265e-07
KLF10,1.04563436367269e-10,0.242044903803374,0.436,0.276,1.52526684628936e-06
KLF4,1.23577783045163e-10,0.298710609931639,0.368,0.21,1.80262912127979e-06
KLF2,2.40292412323839e-10,0.360620528230024,0.571,0.436,3.50514541856784e-06
DNAJA1,4.16231358731809e-10,0.226940367403292,0.947,0.926,6.07156682982089e-06
ASPN,6.46854735556019e-10,0.475168553443599,0.646,0.548,9.43567002755565e-06
TCF4,6.91709563164849e-10,0.259048842946106,0.983,0.96,1.00899673978856e-05
RAB31,1.01553708066735e-09,0.212482909778268,0.847,0.79,1.48136393956946e-05
SLC2A3,1.3443230685722e-09,0.256724882075568,0.441,0.276,1.96096406012627e-05
TUBA1A,1.45582328895071e-09,0.296126093861431,0.905,0.88,2.1236094315924e-05
ZBTB20,1.6753804163558e-09,0.269858246258314,0.972,0.949,2.44387741333821e-05
LTBP2,1.92527037232196e-09,0.381871694000327,0.632,0.559,2.80839189210604e-05
SERPINE1,2.21573027153826e-09,0.434506038341033,0.28,0.15,3.23208574709286e-05
PDGFC,2.34674317503514e-09,0.192687774531886,0.351,0.2,3.42319426942376e-05
TSPYL2,5.57437168984079e-09,0.250448302165614,0.461,0.315,8.13133598397076e-05
DNAJB4,6.8814324388075e-09,0.187986431478835,0.389,0.234,0.000100379454984885
ZNF704,7.50068374808632e-09,0.239850184429995,0.419,0.276,0.000109412473833335
IER3,9.5020884465586e-09,0.410029719528368,0.717,0.65,0.00013860696416995
ATP5F1E,9.71414511858523e-09,-0.174485036328143,0.993,0.997,0.000141700234844803
KDM2A,1.00636260812102e-08,0.1488094796496,0.449,0.289,0.000146798113646614
HSPA8,1.60846953250607e-08,0.221859151832166,0.977,0.955,0.00023462745070666
HNRNPU,1.65413716778844e-08,0.208553251518898,0.938,0.888,0.0002412889886653
OST4,1.67727169936727e-08,-0.165355386645439,0.972,0.99,0.000244663622786704
NREP,1.6920709227157e-08,0.245716039176781,0.443,0.292,0.00024682238549654
CCN1,1.76876520366736e-08,0.370571004902562,0.827,0.781,0.000258009780258958
LZIC,2.68443924192938e-08,0.129614407018423,0.483,0.314,0.000391579152220238
H3-3B,2.94861384691649e-08,0.144060146761874,1,0.998,0.000430114301849709
KIAA2026,2.98117363806647e-08,0.15735700028235,0.436,0.287,0.000434863798584756
S100A11,3.48655372792539e-08,-0.181031535842671,1,1,0.000508583592292477
COL10A1,4.2531779400315e-08,0.130887373626439,0.077,0.012,0.000620411066112394
SOCS3,4.51590373082845e-08,0.410524350393389,0.682,0.609,0.000658734877215946
CREBBP,4.75937594532482e-08,0.161635539272577,0.484,0.332,0.000694250169144531
EGR3,5.59478177974725e-08,0.226345282102706,0.223,0.111,0.000816110818211732
AKT3,6.3338453266926e-08,0.155035142543194,0.496,0.343,0.000923918017804649
SERF2,6.82002221241008e-08,-0.1438604074199,1,1,0.000994836640124258
KLF6,7.59255653861672e-08,0.289421741277634,0.809,0.739,0.00110752622228802
MAN1A1,8.22856485248736e-08,0.207578878171344,0.471,0.33,0.00120030075503233
IFRD1,8.35387354305406e-08,0.191737190698347,0.414,0.276,0.0012185795337253
TGFBR3,9.31174123499503e-08,0.121562125269784,0.208,0.097,0.00135830369394873
PPP1R15B,1.07762091216945e-07,0.158785741716983,0.311,0.186,0.00157192562458157
IRS2,1.14151524483435e-07,0.186869756698647,0.406,0.271,0.00166512828763987
CEBPB,1.65945099078918e-07,0.270106182105744,0.897,0.868,0.00242064116026418
WWTR1,1.74557195585335e-07,0.252383968024305,0.661,0.62,0.00254626581200328
ENTPD1,1.82800945120831e-07,0.278549038795453,0.434,0.299,0.00266651738647757
CSRNP1,1.97793873728018e-07,0.124648640536264,0.236,0.12,0.0028852192360706
ARID4B,2.13551180419034e-07,0.180806303729769,0.769,0.744,0.00311507106877244
TGFBR1,2.22263438207492e-07,0.178144729872351,0.369,0.244,0.00324215677313268
CEP170,2.27401363480899e-07,0.155194570104806,0.473,0.337,0.00331710368909587
SMAD7,2.38925995932827e-07,0.196697224795812,0.426,0.294,0.00348521350267215
RPL29,2.55316585890456e-07,-0.128840464187939,1,1,0.00372430303838408
RPL32,3.04886332660228e-07,-0.116466966002983,1,1,0.00444737693451474
ATF3,3.9340080404624e-07,0.518815863977208,0.537,0.455,0.00573853752862251
TXLNA,4.08369411687248e-07,0.146911275445338,0.461,0.32,0.00595688460828189
BMPR2,4.11804392410812e-07,0.166587986462132,0.483,0.347,0.00600699067209651
CREB3L2,4.59577480253327e-07,0.138971492026398,0.484,0.337,0.00670385670445528
REL,5.94911604149137e-07,0.186825133028836,0.398,0.264,0.00867797556972346
RPLP1,5.98980970067757e-07,-0.10857091769117,1,1,0.00873733541037837
MLLT10,6.13077871207738e-07,0.114190377883698,0.295,0.172,0.00894296690730727
GAPDH,6.31842781616236e-07,-0.142282458221874,0.998,0.998,0.00921669065543603
PCNX1,6.3858437636193e-07,0.129721192736257,0.321,0.198,0.00931503029799147
KDM6B,6.57211132320013e-07,0.123649706326209,0.273,0.157,0.00958673878715204
NFKBIA,7.44489323445312e-07,0.264911334048576,0.792,0.749,0.0108598657610968
ZBTB41,9.32075115442364e-07,0.115971626939481,0.283,0.165,0.0135961797089578
RHOB,9.37061138725538e-07,0.223810922566159,0.79,0.726,0.0136689108305894
GAS7,1.11414631229121e-06,0.165721965012184,0.409,0.281,0.0162520522573918
IVNS1ABP,1.1294508310892e-06,0.13778146894645,0.29,0.173,0.0164752992730982
ZBTB10,1.24083604514014e-06,0.114879373640862,0.281,0.165,0.0181000753904593
USP31,1.33549438883484e-06,0.118488191667721,0.263,0.152,0.0194808566499338
BHLHE40,1.40213082247783e-06,0.15824132382603,0.316,0.193,0.0204528823074841
ABLIM1,1.41699709032711e-06,0.144567477530519,0.263,0.152,0.0206697365566015
FGF2,1.66807066174868e-06,0.12471031373003,0.285,0.17,0.024332146742928
SGK1,1.70413654087927e-06,0.195883665428905,0.324,0.205,0.0248582397218059
LDLR,1.78568312795688e-06,0.150627073840784,0.303,0.186,0.0260477597875071
ZMYM2,2.01568408818076e-06,0.152679556416,0.409,0.284,0.0294027837942927
THBS1,2.07027699249195e-06,0.326930960994734,0.328,0.219,0.0301991304894801
MEIS2,2.22782753072556e-06,0.12793152443941,0.366,0.241,0.0324973201906937
CACHD1,2.23348200720509e-06,0.179632561296085,0.263,0.158,0.0325798020391006
MIDN,2.31990456580576e-06,0.187857354554676,0.567,0.462,0.0338404479014087
ECM2,2.36480167667383e-06,0.150017068189681,0.453,0.318,0.0344953620576411
SLK,2.4270654811842e-06,0.135111627086811,0.498,0.366,0.0354036041740339
EP300,2.56410810006272e-06,0.148195372869401,0.448,0.32,0.0374026448556149
STARD13,2.58470958292563e-06,0.146400515823566,0.453,0.327,0.0377031586861361
PCOLCE,2.60843653406529e-06,-0.173850216138594,0.95,0.982,0.0380492637224103
TNFRSF11B,2.65545247720096e-06,0.154952634454408,0.136,0.056,0.0387350852849304
EIF4A2,2.72731799756093e-06,0.116872518951288,0.967,0.955,0.0397833876304213
TOR1AIP1,3.36514817554746e-06,0.11914040769663,0.411,0.279,0.0490874164367109
USP9X,3.45013943507612e-06,0.12606808719049,0.419,0.289,0.0503271839394554
RRAS,4.03054554456453e-06,-0.148942251673745,0.865,0.936,0.0587935678585628
CLSTN3,4.17663638775712e-06,0.142127728207836,0.334,0.221,0.0609245949882132
VEGFA,4.47103423993779e-06,0.166449348127058,0.324,0.213,0.0652189764579725
SKIL,4.67528638735283e-06,0.178184088329504,0.386,0.272,0.0681984025323157
F2RL2,4.78766399239961e-06,0.136610609592626,0.138,0.061,0.0698376546571331
CUL5,4.8255202311477e-06,0.133113914023693,0.448,0.327,0.0703898636117515
TCIM,4.8862649435281e-06,0.202571776386335,0.757,0.686,0.0712759467312443
MYADM,4.89169736673535e-06,0.229877012156898,0.676,0.619,0.0713551894885685
ACSL3,4.96449814266918e-06,0.128683444556474,0.448,0.318,0.0724171344071153
FAM53C,5.17398081545462e-06,0.14312791975644,0.308,0.196,0.0754728581550365
CELF2,5.21931205725843e-06,0.135008035984192,0.346,0.229,0.0761341049792287
LPGAT1,5.22163757826716e-06,0.100893369568008,0.444,0.309,0.0761680273541831
TSPYL1,5.30052703515744e-06,0.13995544584041,0.423,0.297,0.0773187878618416
CIB1,5.49545814398534e-06,-0.127085733641555,0.651,0.792,0.0801622479463142
ARRDC3,5.66632087682028e-06,0.206034251559615,0.669,0.611,0.0826546226301774
BEND7,5.75825117493058e-06,0.0771722650358578,0.11,0.041,0.0839956098887124
SOS2,5.88260158019233e-06,0.106494753833766,0.371,0.251,0.0858095092502655
POLR2L,6.11554546582042e-06,-0.152263433976369,0.89,0.934,0.0892074617099225
FAU,6.17912500059127e-06,-0.105388654827265,1,1,0.0901348963836248
ELN,6.24507456356004e-06,0.158443710091828,0.243,0.144,0.0910969026586502
RGS16,6.70075654493756e-06,0.503987513725877,0.329,0.219,0.0977439357210042
NIN,7.06221911613129e-06,0.124708837287047,0.364,0.244,0.103016590247007
GEM,7.30823014317819e-06,0.199800413079947,0.734,0.673,0.10660515309854
SRSF5,7.5691130683758e-06,0.155551472548782,0.825,0.79,0.110410652328398
SMARCC1,7.80607093911454e-06,0.130713127241611,0.449,0.327,0.113867156788864
CPED1,7.88676065277722e-06,0.170698378835258,0.439,0.309,0.115044177642061
CD34,7.90033440229317e-06,0.157463070691987,0.363,0.248,0.11524217792625
NKD2,8.01426358437734e-06,0.104574903226729,0.256,0.15,0.116904062905312
RHOA,8.16404592834432e-06,0.109139683662632,0.962,0.955,0.119088937956759
POMP,8.23496612790123e-06,-0.128237370239532,0.885,0.926,0.120123450907695
FBXO30,8.23994752082481e-06,0.0883277592076433,0.156,0.074,0.120196114486272
LRRC58,8.34763682710351e-06,0.123775899845605,0.391,0.271,0.121766978396959
RPS15A,8.64724018393303e-06,-0.100017614013919,1,1,0.126137292563031
AFF1,8.99067809382794e-06,0.115037003758217,0.341,0.228,0.131147021354668
CDKN1A,8.99626435953731e-06,0.168925542266738,0.226,0.13,0.131228508212571
STAT3,9.07338821675744e-06,0.162801776974735,0.887,0.833,0.132353513917841
ZNF326,9.16147667831177e-06,0.114757296044623,0.458,0.33,0.133638460306534
HNRNPA2B1,9.31573074015964e-06,0.110313460177802,0.98,0.982,0.135888564306709
XIAP,1.00210063528008e-05,0.148195372869401,0.438,0.322,0.146176419668305
PER2,1.04103930905935e-05,0.0935639692363154,0.175,0.089,0.151856404012487
TMEM215,1.07293533909003e-05,0.0988578670375538,0.115,0.046,0.156509077913063
COL7A1,1.08288206526981e-05,0.206568085291761,0.426,0.312,0.157960006860907
IRF1,1.13209978422266e-05,0.237171244576198,0.694,0.63,0.165139395524559
SPTBN1,1.1807557547753e-05,0.154603145740598,0.804,0.774,0.172236841949073
STIP1,1.19662680518902e-05,0.097309716902592,0.383,0.259,0.174551952072922
HEATR5A,1.23656404120775e-05,0.0850787426572935,0.163,0.081,0.180377596690974
C16orf72,1.24224401843412e-05,0.123089880034521,0.371,0.256,0.181206134968985
CTBP1,1.26248791115264e-05,0.103142844992784,0.364,0.246,0.184159111599836
TPCN1,1.26980474454392e-05,0.131030876532619,0.354,0.241,0.185226418086621
CST3,1.33721571113505e-05,-0.121377729486794,0.995,0.993,0.19505965578327
RPS7,1.35335781636197e-05,-0.104916729324725,1,1,0.19741430467272
BRWD1,1.39318554672691e-05,0.119263559496156,0.394,0.276,0.203223975701054
ACADM,1.43920015193342e-05,0.107470763374901,0.358,0.246,0.209936126162527
LDLRAD4,1.44419113211818e-05,0.118232731198839,0.314,0.208,0.210664160442079
ZNF655,1.47585332028977e-05,0.0949862067126556,0.348,0.231,0.215282723830668
SSR1,1.55487435808327e-05,0.137465829490826,0.527,0.404,0.226809522613607
TSC22D1,1.6002743682091e-05,0.184771685303428,0.81,0.772,0.233432022090662
NFKBIZ,1.6178558190616e-05,0.238963905304162,0.547,0.46,0.235996628326515
PCF11,1.64569337280873e-05,0.115840957755369,0.369,0.254,0.24005729229161
SERPINE2,1.69414027977496e-05,0.161646153744348,0.358,0.251,0.247124242610773
CSGALNACT2,1.7150224334087e-05,0.123208633510926,0.429,0.307,0.250170322361327
ADAMTS4,1.73343322748079e-05,0.127080745504877,0.145,0.069,0.252855904892623
MKLN1,1.74700269910736e-05,0.122127195390614,0.443,0.32,0.25483528371879
RSRC1,1.74929512898711e-05,0.133639783721384,0.479,0.365,0.25516968046535
DR1,1.76220453853173e-05,0.133935948391104,0.416,0.305,0.257052776035624
PRICKLE1,1.78331488063111e-05,0.119575903326782,0.324,0.216,0.26013214163766
APH1A,1.86118575270934e-05,0.118401424190045,0.469,0.347,0.271491165747711
PDE7B,1.93866660723904e-05,0.0868137543764284,0.156,0.078,0.282793297997959
RPS28,1.95286532976735e-05,-0.0977753754742068,1,1,0.284864465653163
NDUFV2,2.04266430183299e-05,-0.132644648571861,0.757,0.838,0.297963441708378
TIPARP,2.22391264955099e-05,0.143713814283686,0.24,0.147,0.324402138190003
GATA2,2.26155652320275e-05,0.115915715726472,0.373,0.256,0.329893250039585
AHNAK,2.28339351516245e-05,0.140444159922068,0.952,0.95,0.333078612056746
ATF4,2.28514405521003e-05,0.117958453704735,0.814,0.784,0.333333963333487
ARL4A,2.31540115478706e-05,0.144944791157127,0.288,0.19,0.337747566448788
TRIM23,2.32648165282947e-05,0.0980550509628163,0.271,0.17,0.339363878698235
EXOC5,2.51106133006391e-05,0.129609418180947,0.336,0.234,0.366288516216422
CH25H,2.53658811051974e-05,0.124572200598907,0.333,0.226,0.370012107681515
RERE,2.59616926837836e-05,0.111094545400328,0.474,0.35,0.378703211178351
ATXN2,2.5968468563598e-05,0.144929813847751,0.478,0.376,0.378802050937204
BAZ2B,2.70120065332752e-05,0.134578776858399,0.463,0.351,0.394024139300886
MBD5,2.74019199731116e-05,0.0973186739045045,0.275,0.173,0.39971180664778
RPL18A,2.77343986203628e-05,-0.0926286446882076,1,1,0.404561672675233
ATF7IP,2.85554987290713e-05,0.13413999666029,0.389,0.281,0.416539059960962
GFRA1,2.95399395134655e-05,0.159338794850832,0.16,0.083,0.430899097682921
CTCF,2.95651813221166e-05,0.123528080744882,0.428,0.318,0.431267299945714
PDPK1,3.08539659609741e-05,0.082593364267483,0.251,0.153,0.450066801472729
TOB1,3.08611863724199e-05,0.126203085503216,0.361,0.251,0.450172125614488
LEPROTL1,3.12265630663284e-05,0.135114647892611,0.476,0.36,0.455501875448533
SHOX2,3.17446843705713e-05,0.111848373095152,0.24,0.147,0.463059710913523
LMNA,3.21030270336929e-05,0.142332839729103,0.978,0.962,0.468286855340478
ZMIZ1,3.3386557545575e-05,0.128142776731351,0.394,0.285,0.487009714917303
STX4,3.37441006908656e-05,0.112797750269594,0.386,0.276,0.492225196777656
KAT6A,3.45100589657749e-05,0.153238269561817,0.381,0.282,0.503398230133758
CHD4,3.58386515730478e-05,0.127697320647583,0.469,0.35,0.522778410496049
NEK7,3.69151465071921e-05,0.0934947217144834,0.338,0.229,0.538481242100411
ATXN1,3.71484178558941e-05,0.142715320623647,0.494,0.386,0.541883971263927
PTBP1,3.80621974737132e-05,0.105202948726529,0.456,0.332,0.555213274549055
ING1,3.85810004172387e-05,0.133893728021881,0.349,0.246,0.562781053086261
SOX4,3.9081498968039e-05,0.269764751591864,0.867,0.843,0.570081825446786
UQCC2,4.04881278438626e-05,-0.121907439824901,0.484,0.606,0.590600320858425
KIAA1109,4.1395805802021e-05,0.0893528746228885,0.433,0.31,0.603840619234081
SETBP1,4.18650705377825e-05,0.131065214637045,0.396,0.29,0.610685783934633
RPL41,4.23791072659429e-05,-0.0918232276935314,1,1,0.618184037688309
LATS2,4.23863664925396e-05,0.11208184521575,0.308,0.206,0.618289928026675
CMYA5,4.26449766620706e-05,0.10320160803085,0.193,0.111,0.622062274569624
NFATC4,4.26630727349276e-05,0.128322879577579,0.443,0.333,0.622326241984389
MTR,4.36844935536885e-05,0.113174868195245,0.393,0.285,0.637225707467654
ABHD5,4.46960183377357e-05,0.120540800391295,0.298,0.201,0.65198081949255
CXCL1,4.55406849269672e-05,-0.378048436978561,0.429,0.543,0.66430197102967
TULP3,4.58454204026406e-05,0.107589530514892,0.359,0.254,0.668747147413319
TRIM33,4.77934336881615e-05,0.110654084178057,0.326,0.224,0.697162817209212
RNF24,4.90998437135684e-05,0.113748548500917,0.474,0.353,0.716219420249822
SBNO1,4.94687866578577e-05,0.107285672952257,0.381,0.269,0.721601190978171
ZBTB1,5.05202253629701e-05,0.1254673061571,0.469,0.361,0.736938527369644
TUG1,5.06253305348652e-05,0.107714602972897,0.496,0.366,0.738471696512078
MARCHF6,5.25738764558121e-05,0.0937502357147284,0.421,0.307,0.766895135860931
STK24,5.34203596176037e-05,0.124099582617818,0.448,0.343,0.779242785741985
CYBA,5.34586216265576e-05,-0.142367453315426,0.92,0.955,0.779800913666596
NFIC,5.37019164513297e-05,0.11008593973636,0.882,0.856,0.783349855275546
DHX9,5.54721319758049e-05,0.110652833021519,0.468,0.36,0.809171989131066
RPL11,5.54975339784518e-05,-0.0960931086587675,1,1,0.809542528143676
EGR2,5.56104388621507e-05,0.113645567191933,0.106,0.046,0.811189471682192
PLK2,5.6724187563635e-05,0.180397122835871,0.301,0.206,0.827435723990744
USO1,5.74466098112962e-05,0.110912578335864,0.454,0.347,0.837973697317377
GADD45B,6.01966698424838e-05,0.36564854984889,0.692,0.663,0.878088822992312
PELI2,6.02823308031045e-05,0.0768663156886367,0.128,0.061,0.879338359424885
ZNF280D,6.14329436705919e-05,0.0893054936084522,0.409,0.297,0.896122349322925
GON4L,6.14454498720196e-05,0.0835417888917022,0.431,0.314,0.89630477728315
HSD11B1,6.19649574330478e-05,0.105226996726337,0.153,0.081,0.903882834075869
LPIN2,6.49153055170944e-05,0.101197273665365,0.414,0.3,0.946919561577856
NUDT3,6.51378253585617e-05,0.141198206117299,0.363,0.267,0.95016545850534
ATRX,6.53837544441682e-05,0.118760667858704,0.839,0.832,0.953752826077081
CHMP4B,6.59318438647538e-05,0.106122694528946,0.461,0.348,0.961747806455164
RAI14,6.69166386422994e-05,0.162769454040918,0.384,0.284,0.976113007875222
TRPM7,6.84993310892109e-05,0.0994874570471289,0.293,0.195,0.99919974259832
CHD6,6.90775971254198e-05,0.10894019110866,0.459,0.35,1
HMGN3,6.9361967037009e-05,-0.109746523952064,0.694,0.789,1
IGFBP3,7.01796664385e-05,0.701901165279668,0.323,0.236,1
FOXN3,7.02531921067663e-05,0.123891558465971,0.501,0.389,1
SMURF2,7.28399016543575e-05,0.118035915493226,0.285,0.193,1
RNF145,7.47779284965591e-05,0.103398012128641,0.459,0.347,1
TLK1,7.52976807949934e-05,0.115374176092551,0.413,0.307,1
PPP1R14B,7.56092603263638e-05,-0.136512613933102,0.77,0.866,1
EDNRB,7.59255769948613e-05,0.132739226007513,0.393,0.287,1
PCBP1,7.62723349953483e-05,0.102281808541618,0.834,0.804,1
HSP90AB1,7.97538719671135e-05,0.124171003387008,1,0.998,1
WDR26,8.00127060698298e-05,0.101066784985073,0.339,0.238,1
CHML,8.08379577263799e-05,0.0839024579366831,0.153,0.081,1
LTBP1,8.17508125964501e-05,-0.155687366591651,0.541,0.652,1
SMCR8,8.35039403745082e-05,0.0747747928029398,0.115,0.053,1
NXF1,8.5968844643435e-05,0.0874223720928307,0.188,0.109,1
ATF2,8.79985879017537e-05,0.0983702557359539,0.338,0.234,1
CHD2,8.82029469036497e-05,0.0997834100914063,0.429,0.314,1
COL27A1,8.96670929574271e-05,0.181995144993143,0.426,0.337,1
PAXBP1,9.09447128975623e-05,0.0990957861772019,0.354,0.252,1
COL8A1,9.11156123985106e-05,0.231428602848317,0.316,0.224,1
IGLC3,9.12552879674787e-05,1.14686269880152,0.626,0.762,1
ANKRD13A,9.1413044616209e-05,0.0993719973087736,0.281,0.188,1
STAG1,9.36741005157394e-05,0.0978327128197921,0.428,0.318,1
SYNE1,9.37124202307135e-05,0.153413399395424,0.727,0.688,1
PIM1,9.4162553169968e-05,0.119944369339961,0.23,0.144,1
ZNF644,9.4635330011497e-05,0.0990690010390559,0.479,0.366,1
METRN,9.53986568392398e-05,-0.155108495374329,0.589,0.68,1
PARP6,9.58408697430441e-05,0.0638549026889175,0.093,0.038,1
DLGAP4,9.81500710104596e-05,0.118598638424966,0.411,0.309,1
MARCHF7,9.9093904827335e-05,0.111511094663301,0.468,0.368,1
FUT11,0.000100007676547428,0.0843073069481415,0.168,0.092,1
UBXN2B,0.00010097949850603,0.0655295943091243,0.121,0.058,1
GCSH,0.000101852756613731,-0.128491660357098,0.624,0.746,1
LMBR1L,0.000102252249570548,0.0598049063576226,0.143,0.073,1
CCDC71L,0.000103078869529586,0.206590449521876,0.421,0.323,1
RGS4,0.000103367481778541,0.193291173698731,0.344,0.248,1
LRCH4,0.000104842075730099,0.0602845329336253,0.11,0.05,1
MXI1,0.000105654665906228,0.112797750269594,0.376,0.277,1
TWSG1,0.000107121915874505,0.118396169950531,0.473,0.358,1
TRIM22,0.000107844575419803,0.09491453048587,0.383,0.271,1
MARK3,0.000108519274355997,0.0996436582345753,0.448,0.323,1
ZNF217,0.000109058833028619,0.0940850413374396,0.361,0.257,1
FAM43A,0.000111012236335627,0.0719107474143185,0.183,0.104,1
DNAJA4,0.000111114424816646,0.108439159001359,0.151,0.081,1
COX8A,0.000111708781302851,-0.139806839689245,0.862,0.924,1
PEAK1,0.000112532679052575,0.0957056440632689,0.491,0.381,1
FAM102B,0.000113628777479156,0.0918991915752405,0.193,0.114,1
HSPB1,0.000114493647439997,0.171447771693402,0.968,0.965,1
MFSD11,0.000115323451374189,0.0653618826695435,0.183,0.104,1
RPS20,0.000115716428030433,0.11680825019979,0.99,0.987,1
RIMKLB,0.000117417067604452,0.0776770449581068,0.165,0.091,1
PPP2R3A,0.00011778724637046,0.0937113522911158,0.19,0.111,1
NCBP3,0.00012017888481841,0.115488885686222,0.361,0.267,1
NOP10,0.000121912773653743,-0.125335686634366,0.707,0.815,1
ANKH,0.000123056236992779,0.136635085416632,0.295,0.201,1
DDX1,0.000123095586674443,0.105898937483001,0.483,0.38,1
TIMP1,0.000127724631048885,-0.122254898239713,0.993,0.995,1
TTC37,0.000128350249948106,0.0893699687860871,0.496,0.373,1
PGM2L1,0.000129504196490386,0.120109273996096,0.354,0.252,1
SPTY2D1,0.00013580092701636,0.102671870238663,0.338,0.239,1
WDSUB1,0.000136317061198704,0.057299456090172,0.106,0.048,1
RPS12,0.00013758953519276,-0.0920910545813105,1,1,1
TMEM106B,0.000138277796608445,0.0937719696354885,0.471,0.355,1
LSM14B,0.000139089436693581,0.0745917551620455,0.168,0.094,1
HSPH1,0.000140452041969112,0.326012302417276,0.641,0.62,1
DHX34,0.000143628553214964,0.0450010670723788,0.055,0.015,1
RPS23,0.000146513838626423,-0.087795572207455,1,1,1
MYO9A,0.000146822714662245,0.108011749473677,0.326,0.231,1
IP6K2,0.000148558092563081,0.102299958901074,0.458,0.348,1
KLF9,0.000148752384069667,0.144860586539858,0.439,0.323,1
BTBD10,0.000150939159611622,0.080503259345906,0.185,0.107,1
MTDH,0.000151570438436277,0.0965663548381746,0.97,0.962,1
CSNK2A1,0.000151975752699901,0.104269832626483,0.488,0.375,1
SEL1L,0.000153014642317736,0.092279834984311,0.453,0.337,1
ZFAND6,0.000153641011775827,0.0931082438431837,0.461,0.351,1
SLPI,0.000153666933055931,-0.952332317785594,0.498,0.592,1
NDUFA3,0.000154205173593809,-0.130093233152393,0.551,0.637,1
JMJD1C,0.000154400596005856,0.15138589517478,0.714,0.68,1
DIPK2A,0.000154994509334358,0.0917143351412321,0.364,0.261,1
MRPL33,0.000156319435479745,-0.113925651207225,0.652,0.761,1
IGLC2,0.000157773591425707,-0.0457356919243352,0.493,0.601,1
GNAQ,0.000157837811354557,0.123431650124228,0.374,0.279,1
RBPJ,0.000160264555815959,0.123333005347622,0.556,0.464,1
TNKS2,0.000160708521946916,0.0931119995071947,0.356,0.256,1
F2R,0.000161028520409208,0.200146609901541,0.732,0.696,1
CAPN7,0.000162527211747425,0.0996728031235355,0.374,0.272,1
NDUFA2,0.000165064757543398,-0.109327814803394,0.666,0.782,1
MORF4L1,0.0001685754741734,0.0829514726710325,0.98,0.97,1
COX6A1,0.000171632501691467,-0.110469031652135,0.912,0.95,1
RPRM,0.000173673369584288,0.0800167849459455,0.083,0.033,1
CHAMP1,0.00017503568394147,0.0924401707607358,0.176,0.104,1
MXRA8,0.000178295505116073,0.142653722409327,0.809,0.781,1
CCN5,0.000178464174412545,-0.192216023030343,0.489,0.612,1
DDX58,0.000182403543032237,0.128882695374061,0.27,0.183,1
CERS2,0.000182796657088624,0.0924255657887163,0.404,0.299,1
MAP4K5,0.000182953015201362,0.0984004144613277,0.481,0.376,1
HGF,0.000183813926164653,0.186440724628623,0.323,0.233,1
IFT74,0.000185959208919914,0.0981620758060604,0.285,0.193,1
ZFHX4,0.000186769531138997,0.0837149009457446,0.19,0.112,1
MTCL1,0.000187301961788073,0.0551686374329571,0.073,0.026,1
PDE4B,0.000188298865546883,0.0897891068299748,0.286,0.191,1
PSMC4,0.000189122929795237,0.0864090933427186,0.461,0.347,1
