filtered_signaling_name
NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION
NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION
NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION
NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY
NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION
NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
NEGATIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION
NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS
NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY
NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION
NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY
NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION
NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION
NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS
NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION
NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION
NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS
NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE
NEGATIVE_REGULATION_OF_CELL_ACTIVATION
NEGATIVE_REGULATION_OF_CELL_ADHESION
NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN
NEGATIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION
NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION
NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN
NEGATIVE_REGULATION_OF_CELL_CYCLE
NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT
NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION
NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION
NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS
NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT
NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION
NEGATIVE_REGULATION_OF_CELL_DIVISION
NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT
NEGATIVE_REGULATION_OF_CELL_GROWTH
